Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Fuel_type_D,Income
164654,23,4,4,1,Single,12,322.2788795,0,15714.94398
157957,64,43,4,1,Single,12,322.2242639,0,15901.2132
151329,47,28,4,1,Married,9,322.213064,0,15554.6532
126204,44,25,4,1,Married,9,322.211742,0,15645.5871
163563,29,10,2,0,Married,7,322.1484453,0,15812.42227
128346,33,12,2,1,Married,9,322.1399486,0,15713.99743
133214,49,29,2,0,Married,10,322.1237309,0,15760.18655
157222,36,17,1,1,Married,7,322.0024982,0,15747.12491
104911,24,5,2,0,Married,14,321.9312326,0,15759.56163
107829,58,40,2,1,Married,7,321.8637795,0,15627.18898
127667,17,0,4,1,Married,2,321.8444221,0,15615.22111
125718,16,0,3,0,Married,15,321.7955306,0,15654.77653
169323,17,0,3,1,Single,12,321.7816892,0,15630.08446
150622,44,26,3,1,Married,6,321.7725148,0,15860.62574
162911,24,5,3,0,Married,13,321.6806677,0,15487.03339
112771,30,9,2,1,Married,9,321.6091082,0,15740.45541
142616,67,46,4,0,Single,5,321.5625934,0,15678.12967
190247,28,10,4,0,Married,13,321.5327656,0,15714.63828
142070,47,26,1,1,Married,7,321.5142862,0,15545.71431
131803,57,40,3,0,Single,11,321.5092889,0,15710.46445
131702,21,2,2,1,Married,6,321.5083476,0,15827.41738
189925,52,33,1,0,Married,9,321.4892996,0,15611.46498
122165,30,13,3,1,Married,13,321.455237,0,15627.76185
176644,65,46,3,1,Married,5,321.4443002,0,15794.21501
171466,36,19,2,0,Married,7,321.4183747,0,15750.91874
172581,42,23,2,0,Married,8,321.4161214,0,15855.80607
128278,59,41,2,1,Married,7,321.3799122,0,15751.99561
148363,20,3,2,1,Married,15,321.3449548,0,15855.24774
182223,34,13,3,1,Married,9,321.3345312,0,15570.72656
176998,25,7,4,1,Married,15,321.281734,0,15673.0867
179255,61,40,2,0,Single,1,321.2791476,0,15752.95738
154299,20,1,3,1,Married,13,321.2749071,0,15621.74536
196439,21,4,2,0,Single,14,321.2721691,0,15493.60846
115406,64,46,4,0,Single,8,321.2017016,0,15613.08508
140333,62,41,3,1,Married,5,321.1671345,0,15595.35673
142339,62,42,1,0,Single,5,321.1319105,0,15604.59553
104876,70,49,4,1,Married,7,321.1239141,0,15781.19571
193111,69,51,3,0,Single,14,321.0702282,0,15572.51141
140588,70,49,2,0,Married,2,321.0624448,0,15703.12224
198927,38,21,1,0,Married,9,321.0614316,0,15837.07158
192669,20,1,3,1,Married,15,321.0200474,0,15536.00237
144829,62,41,4,0,Married,8,321.0193108,0,15483.96554
136005,25,7,4,0,Married,13,321.0144185,0,15472.72093
100280,42,25,4,1,Married,8,320.9891287,0,15467.45644
188528,66,47,3,1,Single,9,320.9715915,0,15564.57958
171291,54,37,1,1,Married,6,320.885311,0,15677.26555
154086,70,52,1,1,Single,3,320.8710566,0,15652.55283
133897,36,17,2,1,Married,13,320.8155551,0,15762.77776
127719,28,7,3,1,Single,12,320.805101,0,15700.25505
154615,44,27,3,1,Married,12,320.7584761,0,15729.92381
165568,30,13,2,0,Married,15,320.6727996,0,15827.63998
170070,21,4,4,1,Single,11,320.6237384,0,15489.18692
195034,56,36,3,0,Married,11,320.5961914,0,15716.80957
139511,31,13,1,0,Married,6,320.5519106,0,15484.59553
149254,60,40,2,1,Single,5,320.4630531,0,15457.15266
109311,47,28,3,1,Single,14,320.4092254,0,15786.46127
116660,42,24,3,0,Married,8,320.3936649,0,15551.68325
136038,39,22,4,1,Married,3,320.3874686,0,15675.37343
162565,46,26,1,1,Married,13,320.3867101,0,15752.33551
173047,60,39,3,1,Married,0,320.3579811,0,15760.89906
120013,31,11,2,0,Married,9,320.3458509,0,15523.29255
159993,28,8,2,1,Married,2,320.3349091,0,15782.74546
194545,36,17,2,1,Married,7,320.3074776,0,15622.37388
157421,53,35,1,1,Married,10,320.3068082,0,15643.34041
112856,36,17,1,1,Married,13,320.2940291,0,15459.70146
150655,17,0,3,1,Married,11,320.28926,0,15670.463
120998,20,2,4,0,Married,14,320.2286573,0,15534.43287
132592,23,4,3,1,Married,10,320.2235935,0,15763.17968
147689,31,14,1,1,Married,8,320.2231634,0,15589.15817
186397,40,23,2,0,Married,9,320.1990221,0,15559.95111
176279,53,35,3,0,Married,7,320.1661934,0,15699.30967
140921,44,23,2,1,Married,1,320.1570071,0,15488.85036
115383,51,30,3,1,Single,15,320.1286042,0,15451.43021
117664,44,27,3,1,Married,9,320.1273103,0,15598.36552
104748,54,35,2,1,Married,8,320.1108191,0,15542.54096
112427,47,27,2,1,Married,9,320.1014266,0,15668.07133
158254,60,43,2,1,Single,8,320.0999341,0,15477.99671
168515,28,10,1,1,Married,8,320.0403218,0,15686.01609
168528,70,50,2,1,Married,9,320.0256227,0,15780.28114
130143,31,14,2,0,Married,8,320.0112652,0,15582.56326
102121,39,20,1,0,Married,10,320.0088665,0,15683.44333
116323,64,43,1,1,Single,8,319.998898,0,15792.9449
181298,65,47,2,1,Married,3,319.996219,0,15565.81095
100994,70,53,1,0,Single,12,319.9288788,0,15560.44394
190163,67,50,3,1,Single,8,319.9003843,0,15586.01922
141510,44,24,1,1,Married,8,319.8835702,0,15459.17851
195235,40,21,2,1,Married,7,319.8772113,0,15557.86057
173146,29,11,2,0,Married,7,319.8674797,0,15411.37399
115140,68,47,2,1,Single,6,319.8246911,0,15710.23456
159048,18,0,2,0,Married,14,319.8078097,0,15718.39049
190145,53,34,3,1,Married,8,319.79676,0,15562.838
101325,25,8,1,1,Married,15,319.7637959,0,15402.1898
196649,57,39,2,1,Married,6,319.7561592,0,15543.80796
133706,65,48,4,1,Married,7,319.7444939,0,15615.2247
114246,40,22,2,0,Married,15,319.7404011,0,15452.02006
112854,60,43,3,1,Single,6,319.7258089,0,15568.29045
163522,49,32,1,1,Married,7,319.7251844,0,15628.25922
156503,43,26,3,1,Single,8,319.7097846,0,15430.48923
150806,28,9,2,1,Married,13,319.5596127,0,15496.98064
165188,36,15,3,1,Married,8,319.5458609,0,15735.29305
122896,22,4,4,1,Married,6,319.535728,0,15582.7864
136386,64,46,2,0,Married,6,319.5355367,0,15598.77684
133123,19,0,1,1,Married,13,319.5264432,0,15620.32216
191806,62,44,4,0,Married,10,319.4895725,0,15481.47863
172595,38,17,3,0,Married,11,319.4842514,0,15398.21257
191603,70,50,3,1,Single,9,319.4656502,0,15714.28251
174872,59,42,2,0,Married,7,319.4358717,0,15683.79359
196985,27,7,1,1,Single,8,319.4147025,0,15744.73513
108849,20,1,3,1,Married,6,319.4140616,0,15661.70308
126802,20,1,3,0,Married,13,319.3916327,0,15403.58164
177247,27,6,2,1,Married,9,319.3783999,0,15731.92
149802,32,14,2,1,Married,12,319.3703577,0,15401.51789
155859,20,1,3,1,Single,14,319.3306004,0,15442.53002
108633,49,32,2,1,Married,10,319.2959212,0,15634.79606
108968,67,50,3,0,Married,13,319.2946602,0,15597.73301
182492,21,4,2,1,Married,15,319.286823,0,15417.34115
172989,21,2,3,1,Married,13,319.2840867,0,15406.20434
135462,56,37,2,1,Married,8,319.1857115,0,15592.28558
163160,32,13,4,1,Married,5,319.1793514,0,15511.96757
100899,58,40,2,0,Married,7,319.1722652,0,15375.61326
126334,16,0,3,0,Single,11,319.0940162,0,15656.70081
101606,34,15,3,1,Married,8,319.0562067,0,15672.81034
194569,64,44,2,0,Married,6,319.0044147,0,15532.22074
171333,55,35,3,1,Married,10,318.9899857,0,15637.49929
105380,18,0,1,0,Married,7,318.9302287,0,15474.51144
164009,50,29,3,1,Married,10,318.8629879,0,15593.1494
111357,21,4,3,0,Married,14,318.8481406,0,15374.40703
147888,19,0,2,1,Married,13,318.7951069,0,15362.75535
172317,40,23,3,0,Married,8,318.7812044,0,15518.06022
160813,36,19,2,0,Married,6,318.751178,0,15454.5589
146940,61,42,3,0,Single,8,318.7379138,0,15449.89569
141628,22,4,1,1,Married,8,318.7108563,0,15425.54282
184703,40,23,1,1,Married,6,318.7104773,0,15723.52387
143969,56,35,3,1,Married,9,318.6977928,0,15499.88964
192227,70,49,4,1,Married,7,318.638959,0,15418.94795
123804,51,34,4,1,Married,6,318.6337262,0,15352.68631
188142,65,45,2,1,Single,10,318.5919676,0,15659.59838
133665,45,25,2,0,Married,7,318.5733495,0,15329.66748
131415,27,10,3,0,Married,15,318.52301,0,15368.1505
180991,62,42,3,0,Single,14,318.5117924,0,15581.58962
106862,16,0,4,1,Married,7,318.5084006,0,15546.42003
171854,60,40,3,0,Married,1,318.4869933,0,15570.34967
145952,16,0,3,1,Married,7,318.459411,0,15460.97055
131575,37,17,3,1,Single,11,318.4334379,0,15605.6719
172043,16,0,3,0,Single,15,318.4263663,0,15694.31832
181622,26,8,3,0,Married,9,318.4066722,0,15478.33361
148897,65,46,2,0,Married,8,318.3560537,0,15344.80269
127371,64,45,1,1,Married,1,318.332047,0,15694.60235
127681,55,34,2,1,Married,7,318.3150965,0,15605.75483
181334,24,6,2,1,Married,12,318.311808,0,15702.5904
165487,29,10,3,1,Married,12,318.2893902,0,15485.46951
109185,37,20,2,0,Married,7,318.2712128,0,15547.56064
119842,50,32,4,1,Married,7,318.2711261,0,15382.55631
160851,42,25,3,0,Married,8,318.220063,0,15317.00315
199617,39,21,2,1,Married,10,318.2124455,0,15683.62228
126470,46,29,3,1,Married,10,318.1656947,0,15527.28474
148702,66,49,1,0,Married,7,318.1532303,0,15321.66152
117296,61,43,2,0,Single,11,318.0824409,0,15701.12205
174771,35,18,3,1,Married,10,318.0362048,0,15379.81024
156940,24,7,3,0,Married,13,318.0342662,0,15628.71331
155914,28,7,3,1,Married,8,317.9877778,0,15495.38889
106565,45,25,1,0,Married,10,317.9583714,0,15627.91857
137704,35,14,1,1,Married,8,317.9431993,0,15388.15997
163777,52,34,3,1,Married,9,317.9298964,0,15581.49482
173469,58,41,4,0,Married,11,317.8837177,0,15391.18589
156402,52,35,2,1,Married,7,317.8069357,0,15543.34679
155933,64,44,4,1,Married,13,317.7917793,0,15529.58897
163701,30,10,4,0,Married,12,317.7728698,0,15519.64349
128826,25,7,3,1,Single,13,317.7531429,0,15478.65715
140074,22,4,3,1,Married,13,317.7358252,0,15431.79126
116968,40,23,1,0,Single,12,317.7000496,0,15622.00248
104716,19,1,3,1,Married,11,317.6965932,0,15659.82966
199916,23,6,2,1,Married,14,317.6692411,0,15374.46206
160668,26,6,3,0,Single,12,317.6423176,0,15345.11588
186464,60,43,2,1,Single,5,317.6100662,0,15410.50331
180493,27,7,3,1,Married,0,317.5787319,0,15648.9366
161406,30,9,2,1,Married,9,317.5279985,0,15650.39993
169651,16,0,2,0,Married,11,317.5033725,0,15636.16863
105418,31,12,3,0,Married,10,317.4971253,0,15564.85627
185143,21,2,1,0,Married,11,317.4901628,0,15604.50814
183302,34,14,2,1,Married,15,317.4409122,0,15577.04561
187949,69,48,2,0,Married,2,317.3049656,0,15549.24828
121466,28,9,2,1,Married,15,317.3020942,0,15343.10471
154397,37,16,2,1,Married,11,317.2610036,0,15625.05018
129182,37,17,2,1,Married,9,317.2435822,0,15526.17911
111622,51,33,1,0,Married,7,317.2362189,0,15263.81095
121790,64,47,3,0,Married,6,317.2252761,0,15313.26381
130345,22,3,4,1,Single,14,317.1931767,0,15431.65884
134962,61,42,3,0,Married,10,317.1926179,0,15299.6309
196173,39,19,2,1,Married,10,317.1897689,0,15633.48845
165237,37,17,3,0,Married,13,317.1883999,0,15421.42
192647,34,13,3,1,Married,10,317.1596852,0,15304.98426
161029,52,35,3,1,Married,7,317.1256856,0,15552.28428
106782,20,3,4,1,Married,9,317.1153563,0,15567.76782
182889,67,46,4,0,Married,2,317.0264351,0,15331.32176
169358,22,4,1,0,Married,14,316.9985022,0,15414.92511
163172,49,30,2,0,Married,6,316.982423,0,15497.12115
134220,59,41,2,1,Single,13,316.9793543,0,15478.96772
102622,57,36,1,0,Single,11,316.9570048,0,15309.85024
195769,58,39,3,0,Single,15,316.9003365,0,15494.01683
101175,62,44,3,0,Single,13,316.8827303,0,15631.13652
158349,22,4,3,1,Single,14,316.8059894,0,15301.29947
198652,17,0,3,0,Married,14,316.7655233,0,15492.27617
196186,28,8,4,1,Single,13,316.7052401,0,15520.26201
148528,69,49,3,0,Single,8,316.6816588,0,15540.08294
119343,45,24,4,1,Married,15,316.6639021,0,15386.19511
185961,39,19,3,1,Married,14,316.6071358,0,15390.35679
120888,41,23,2,1,Single,10,316.6019221,0,15267.09611
175520,54,35,3,1,Single,13,316.5779989,0,15553.89995
179961,56,35,3,1,Married,6,316.5688739,0,15357.4437
114900,33,15,2,1,Married,4,316.562315,0,15547.11575
144860,22,5,2,0,Single,12,316.5447298,0,15291.23649
136845,61,44,1,0,Single,4,316.5254941,0,15422.27471
198111,69,50,2,0,Single,15,316.5217782,0,15616.08891
158690,47,28,3,1,Single,13,316.5179913,0,15507.89957
154742,38,21,2,1,Married,8,316.5019388,0,15498.09694
185535,35,15,3,0,Single,11,316.4754963,0,15383.77482
128644,58,41,4,1,Married,9,316.4531916,0,15394.65958
114220,27,8,2,1,Married,10,316.3652417,0,15512.26209
147999,60,43,3,1,Married,8,316.3342789,0,15464.71395
172836,46,28,4,1,Married,6,316.294927,0,15402.74635
164563,28,10,1,1,Married,10,316.2639336,0,15466.19668
103302,49,30,3,0,Single,14,316.0836756,0,15307.18378
184313,65,48,3,1,Married,5,315.9213453,0,15244.06727
189247,31,11,3,1,Married,7,315.9044514,0,15210.22257
148453,30,9,2,1,Married,6,315.8990068,0,15299.95034
147891,38,19,3,1,Married,7,315.8700753,0,15587.50377
156978,66,47,3,0,Married,6,315.7652576,0,15300.26288
123377,26,7,3,1,Married,8,315.7468499,0,15208.3425
110215,21,3,2,1,Single,14,315.7115233,0,15576.57617
162251,30,13,4,1,Married,10,315.6685673,0,15512.42837
173726,62,44,3,1,Married,8,315.6520505,0,15268.60253
121285,18,0,3,0,Married,11,315.6330931,0,15535.65466
101320,20,3,2,1,Single,15,315.5982887,0,15490.91444
115197,27,9,3,0,Married,13,315.5611003,0,15301.05502
133507,59,38,2,1,Married,6,315.5270639,0,15212.3532
147777,29,9,2,1,Married,9,315.51902,0,15348.951
150505,22,5,3,1,Single,11,315.5171703,0,15311.85852
116261,36,15,2,1,Married,9,315.4863007,0,15436.31504
173531,28,10,3,1,Married,12,315.4713089,0,15498.56545
102202,42,25,2,1,Married,7,315.3726493,0,15395.63247
120132,28,11,1,0,Married,11,315.3474326,0,15379.37163
174927,63,44,4,0,Married,13,315.2988023,0,15181.94012
125818,37,18,3,1,Married,15,315.291104,0,15423.5552
139637,34,15,2,0,Married,13,315.2849102,0,15463.24551
182988,29,8,2,1,Married,12,315.2526124,0,15345.63062
193015,69,51,4,1,Single,2,315.2465065,0,15423.32533
153002,54,33,3,1,Married,7,315.1998983,0,15402.99492
158937,28,7,2,1,Married,9,315.1065652,0,15447.32826
110767,21,4,2,1,Single,13,315.0421147,0,15392.10574
191697,55,37,3,1,Married,5,315.0349231,0,15465.74616
174134,55,38,3,1,Single,13,315.0257709,0,15447.28855
171724,55,38,3,1,Single,14,314.9887539,0,15472.4377
137954,58,38,3,1,Married,8,314.9882766,0,15384.41383
147298,21,4,3,0,Married,10,314.9871314,0,15395.35657
128199,42,22,2,1,Married,10,314.9728176,0,15530.64088
133468,19,1,2,1,Married,6,314.9461087,0,15365.30544
145084,47,29,3,0,Single,12,314.8957605,0,15485.78803
125775,39,21,4,1,Married,9,314.889906,0,15284.4953
171234,42,23,1,0,Married,9,314.8458289,0,15176.29145
111790,38,18,2,1,Married,7,314.8310797,0,15261.55399
106049,26,8,1,1,Married,6,314.7922365,0,15437.61183
157186,34,13,3,0,Married,14,314.7800995,0,15324.00498
128519,22,4,3,1,Married,13,314.748963,0,15421.44815
195978,31,10,4,1,Married,9,314.7164641,0,15206.82321
158063,21,4,2,1,Married,6,314.6901717,0,15311.50859
113778,27,10,4,1,Married,7,314.6883094,0,15467.41547
167022,58,38,1,1,Married,10,314.6819894,0,15419.09947
109614,37,19,1,1,Married,7,314.6814073,0,15135.07037
141606,40,20,2,1,Married,10,314.6769002,0,15482.84501
160387,57,40,1,0,Married,15,314.6620972,0,15457.10486
190257,51,31,1,1,Married,15,314.6486414,0,15368.43207
107732,16,0,3,0,Married,14,314.6315333,0,15418.57667
184374,43,23,3,1,Married,9,314.6065556,0,15291.32778
123352,24,5,3,1,Single,14,314.4685197,0,15319.42599
104974,43,22,2,1,Married,8,314.461356,0,15243.0678
129155,59,41,4,0,Married,13,314.4598733,0,15155.99367
121031,37,17,2,1,Married,7,314.4466173,0,15249.33087
165516,25,6,2,1,Single,15,314.4390289,0,15487.95145
193472,19,2,2,1,Married,7,314.3495085,0,15317.47543
159773,34,13,3,1,Married,7,314.3353919,0,15190.7696
111562,61,43,3,1,Single,8,314.3065782,0,15165.32891
143211,55,38,2,0,Married,7,314.2763929,0,15188.81965
163043,52,34,3,0,Married,14,314.2609786,0,15187.04893
181905,51,31,2,0,Married,13,314.2585416,0,15131.92708
195382,52,31,2,1,Married,8,314.2248501,0,15349.24251
171536,52,35,3,1,Married,9,314.2055786,0,15185.27893
193267,52,31,1,0,Married,10,314.1997614,0,15137.98807
175995,62,43,1,1,Married,13,314.1903441,0,15449.51721
193809,32,11,3,1,Single,12,314.1710238,0,15402.55119
197186,36,17,2,1,Married,6,314.1239865,0,15376.19933
130223,58,37,2,1,Married,6,314.0996953,0,15484.98477
162209,44,27,2,1,Married,7,314.095723,0,15404.78615
113151,20,1,4,0,Married,6,314.0949184,0,15264.74592
151417,51,33,4,1,Single,13,314.0866634,0,15374.33317
161398,54,34,1,0,Married,9,314.085069,0,15136.25345
136428,55,36,4,1,Married,7,314.0664581,0,15358.32291
176322,50,29,2,1,Married,8,314.0491544,0,15189.45772
122128,32,12,4,1,Married,6,314.0395774,0,15352.97887
182777,67,46,4,0,Single,8,314.0322396,0,15110.61198
152674,39,22,2,0,Married,14,313.9752158,0,15419.76079
180742,52,33,3,1,Married,6,313.9598192,0,15218.99096
199882,25,7,2,1,Single,12,313.958467,0,15391.92335
161194,35,18,2,0,Married,8,313.9556337,0,15361.78169
180292,21,3,3,1,Married,8,313.9542274,0,15163.71137
124522,29,8,3,0,Single,14,313.862297,0,15206.11485
101187,21,4,3,1,Married,12,313.8382522,0,15190.91261
184032,43,25,3,1,Married,8,313.8178437,0,15429.89219
149483,55,35,3,1,Married,7,313.7580238,0,15281.90119
198522,58,40,4,0,Single,14,313.6963702,0,15469.81851
163263,38,17,3,1,Married,6,313.5413947,0,15263.06974
127589,69,49,3,0,Single,3,313.5289808,0,15255.44904
175519,26,5,3,1,Married,9,313.5074495,0,15438.37248
164624,53,33,1,1,Married,7,313.4599585,0,15117.99793
114783,55,35,4,1,Married,7,313.4504471,0,15144.52236
155732,63,44,2,1,Single,5,313.4314506,0,15397.57253
160858,62,42,2,0,Single,7,313.4091523,0,15365.45762
116386,38,21,3,1,Married,9,313.334855,0,15361.74275
100471,58,40,2,1,Married,6,313.3115668,0,15432.57834
153627,22,3,3,1,Married,12,313.306241,0,15394.31205
142730,18,0,4,0,Married,11,313.2976091,0,15306.88046
123179,43,26,3,1,Married,7,313.2618716,0,15090.09358
187145,23,6,3,1,Married,8,313.251889,0,15136.59445
169656,18,0,2,0,Married,14,313.2257204,0,15421.28602
127296,29,8,2,1,Single,9,313.2083114,0,15153.41557
152641,38,19,3,1,Married,11,313.1903744,0,15059.51872
142477,43,25,3,1,Married,6,313.1865975,0,15091.32988
155451,20,1,2,0,Married,10,313.162049,0,15094.10245
106404,34,16,4,1,Married,15,313.1482523,0,15226.41262
128261,66,47,1,0,Married,5,313.1380724,0,15449.90362
168174,25,8,3,1,Married,15,313.1366249,0,15310.83125
111020,18,0,2,1,Married,15,313.1189401,0,15426.94701
157143,55,38,4,0,Single,15,313.0968221,0,15285.84111
163400,67,47,1,0,Single,9,313.0615814,0,15085.07907
173757,70,49,3,1,Single,6,313.0489022,0,15196.44511
120787,68,49,1,1,Single,8,313.0465443,0,15183.32722
135539,39,18,3,1,Married,8,313.0405547,0,15334.02774
153328,34,17,1,1,Married,10,313.033365,0,15430.66825
160133,43,22,1,1,Married,9,313.0289438,0,15375.44719
127280,65,45,2,0,Married,3,313.0059872,0,15336.29936
148479,20,1,4,0,Married,15,313.0024539,0,15336.1227
121496,33,16,1,0,Married,9,312.9428646,0,15103.14323
177083,36,15,3,1,Single,13,312.8123389,0,15216.61695
121408,41,22,1,1,Married,8,312.7213527,0,15056.06764
171489,37,20,3,1,Married,14,312.6920688,0,15118.60344
184932,21,4,2,0,Married,15,312.6715176,0,15102.57588
137402,35,18,4,1,Married,2,312.5287596,0,15186.43798
192905,61,43,4,1,Single,12,312.522305,0,15206.11525
188150,24,7,1,1,Married,13,312.4945546,0,15377.72773
127144,33,12,2,1,Married,11,312.4806557,0,15066.03279
108553,21,3,2,1,Single,11,312.4802515,0,15171.01258
166043,57,36,3,1,Married,9,312.458045,0,15235.90225
106273,31,10,2,1,Married,11,312.4465176,0,15290.32588
107717,62,42,4,0,Married,10,312.3915256,0,15088.57628
196562,18,0,2,1,Married,10,312.3798415,0,15363.99208
171962,55,34,2,0,Married,14,312.3318375,0,15191.59188
177817,32,12,1,1,Married,9,312.2857892,0,15328.28946
162655,24,7,3,1,Single,11,312.2006784,0,15361.03392
128836,67,46,4,0,Married,7,312.1924883,0,15016.62442
132178,23,4,2,1,Single,14,312.1130913,0,15340.65457
145524,30,13,3,1,Married,10,312.0818596,0,15075.09298
180190,51,31,1,0,Married,6,312.0653155,0,15132.26578
187532,38,19,3,0,Married,12,312.0402091,0,15360.01046
111042,29,10,3,1,Married,7,312.0352054,0,15048.76027
184512,46,28,2,1,Married,6,312.0185174,0,15181.92587
175998,52,35,2,1,Married,9,311.9594323,0,15360.97162
183546,25,7,4,0,Single,14,311.9501958,0,15350.50979
152361,52,31,1,1,Married,10,311.9191271,0,15059.95636
170226,26,8,3,1,Married,6,311.9054139,0,15357.2707
158449,32,12,4,1,Married,6,311.8931682,0,15062.65841
144598,33,14,2,0,Married,8,311.8560379,0,15385.8019
134726,40,20,1,1,Single,13,311.8538565,0,15261.69283
193045,63,44,3,1,Single,6,311.837761,0,15242.88805
155782,34,13,2,1,Married,0,311.7754509,0,14999.77255
124618,50,30,4,1,Married,6,311.735022,0,15378.7511
113796,24,7,4,0,Married,14,311.7199146,0,15182.99573
152501,23,5,3,1,Single,13,311.7155923,0,15044.77962
147890,60,41,3,0,Single,5,311.6503256,0,15038.51628
126248,23,6,3,1,Single,12,311.6227524,0,14992.13762
153785,21,2,4,1,Single,11,311.6125588,0,15021.62794
151767,48,28,2,1,Married,10,311.5554564,0,15302.77282
135713,49,28,3,1,Married,9,311.4554159,0,15096.7708
154381,60,41,2,1,Married,8,311.4301899,0,15141.5095
107714,54,36,3,1,Single,13,311.4123886,0,15123.61943
147658,27,9,1,1,Married,6,311.3847328,0,15351.23664
168689,22,4,4,1,Married,11,311.3831572,0,15307.15786
117284,33,15,3,1,Married,12,311.3746217,0,15034.73109
134437,22,5,2,0,Married,14,311.3666598,0,15089.33299
198272,69,50,3,0,Single,8,311.3562258,0,15197.81129
156505,21,3,1,0,Married,13,311.353198,0,15102.6599
129038,69,52,4,1,Married,6,311.3325728,0,15283.62864
162873,54,36,4,1,Married,1,311.3049652,0,15122.24826
180823,44,25,2,1,Married,9,311.2450717,0,15304.25359
143890,31,13,3,1,Single,11,311.2100189,0,15045.50095
159859,29,12,4,1,Married,8,311.1506004,0,15351.53002
154373,46,29,2,1,Married,10,311.0704893,0,15201.52447
170699,51,30,2,1,Single,14,311.0094363,0,15047.47182
120221,27,6,2,1,Married,7,311.0017988,0,15203.08994
181519,21,2,3,1,Married,11,310.9789476,0,15215.94738
100681,22,3,3,1,Married,8,310.9574139,0,15147.8707
106064,38,19,1,1,Married,7,310.9397719,0,15180.9886
151683,33,15,3,1,Married,10,310.9373969,0,15249.86985
135487,59,40,1,1,Married,10,310.9230046,0,14953.15023
169265,61,43,3,1,Single,4,310.9042823,0,14996.21412
172398,54,36,3,1,Married,7,310.8779976,0,15099.89988
135642,55,38,2,0,Married,12,310.8686668,0,15158.43334
162203,24,5,1,0,Single,15,310.8532989,0,15084.66495
151645,23,4,4,0,Married,14,310.7973575,0,14955.86788
162813,66,49,3,0,Married,1,310.7172356,0,15310.86178
197494,20,1,2,1,Married,13,310.703127,0,15079.15635
125221,51,30,2,1,Married,10,310.6833687,0,15025.16844
188024,60,41,3,1,Single,9,310.6458562,0,14956.29281
138702,34,16,1,0,Single,12,310.6430719,0,15069.1536
151678,45,26,2,1,Married,6,310.6077188,0,15145.38594
148258,59,41,3,1,Married,11,310.5947859,0,15293.7393
171657,66,48,3,1,Married,6,310.5503805,0,14962.51903
144419,37,19,2,1,Single,14,310.53615,0,15222.8075
104143,41,24,1,1,Married,9,310.4958386,0,15282.79193
107756,36,15,2,1,Married,8,310.4836679,0,15182.1834
132202,49,29,3,1,Single,13,310.4775272,0,15195.87636
161077,17,0,2,0,Married,11,310.4487937,0,15180.43969
160131,61,44,2,0,Married,6,310.4345511,0,15173.72756
118282,36,15,2,1,Single,11,310.4054126,0,15238.27063
159872,25,8,4,0,Married,13,310.3989646,0,14962.94823
147239,35,18,2,1,Married,7,310.3556518,0,15019.78259
126210,26,9,4,0,Married,12,310.3356728,0,15134.78364
180115,16,0,1,1,Married,15,310.3054332,0,15046.27166
198521,22,5,3,1,Single,13,310.2679868,0,15057.39934
130685,25,7,3,0,Married,13,310.2675403,0,15158.37702
121820,45,28,3,1,Married,9,310.257686,0,14962.8843
190698,51,30,3,1,Married,12,310.2260018,0,15018.30009
150208,38,17,1,1,Married,8,310.2184717,0,15057.92359
110844,23,6,2,1,Married,7,310.2142008,0,15310.71004
103591,68,51,3,1,Married,6,310.2132471,0,15046.66236
158242,23,5,2,1,Single,15,310.1527237,0,15229.63619
167166,52,31,3,1,Married,6,310.1040789,0,14961.20395
143538,56,38,4,1,Married,8,310.0303143,0,15024.51572
102304,53,32,2,0,Married,10,309.9887649,0,14941.43825
159999,57,38,2,1,Married,6,309.9708434,0,15249.54217
170879,52,35,1,1,Married,10,309.9621785,0,15219.10893
124188,19,0,3,1,Single,14,309.952845,0,14921.64225
188105,16,0,2,1,Married,14,309.9269399,0,15253.347
138287,68,47,3,0,Single,11,309.9202624,0,15135.01312
186381,23,5,2,0,Married,14,309.907631,0,15163.38155
138642,37,19,2,0,Married,9,309.8817858,0,15230.08929
190232,70,51,4,0,Single,11,309.8533226,0,15204.66613
155439,46,29,3,1,Married,10,309.8248095,0,14942.24048
173074,65,44,3,0,Married,8,309.8096523,0,15258.48262
166446,29,12,3,1,Married,8,309.7743793,0,14957.71897
135552,65,44,4,0,Married,9,309.7591136,0,15002.95568
134297,56,36,2,1,Married,6,309.7220679,0,15286.1034
169360,44,27,4,1,Married,7,309.7076764,0,14938.38382
172282,43,25,1,1,Married,6,309.6777545,0,15109.88773
105915,26,6,1,1,Married,7,309.6459659,0,15089.2983
128537,30,10,3,1,Married,6,309.6060813,0,14896.30407
143584,43,25,3,1,Single,8,309.590637,0,14969.53185
174983,20,2,3,0,Married,13,309.5882368,0,15001.41184
123563,49,31,3,1,Married,6,309.5785738,0,15193.92869
165672,17,0,3,1,Single,11,309.5589377,0,15263.94689
181605,33,15,3,0,Married,13,309.5275766,0,15124.37883
162297,23,6,3,1,Single,13,309.5079244,0,15039.39622
186962,49,31,3,1,Married,14,309.4576313,0,14982.88157
188867,37,20,3,1,Married,10,309.4043147,0,15029.21574
195001,23,5,4,0,Married,14,309.3622537,0,15172.11269
163282,51,30,2,0,Single,14,309.2919752,0,14903.59876
119203,45,27,4,1,Married,7,309.2550353,0,14960.75177
