"rules","support","confidence","lift","count"
"717","{Product F,Product G,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714,1
"718","{Product A,Product F,Product L} => {Product G}",0.0666666666666667,1,3,1
"719","{Product A,Product F,Product G} => {Product L}",0.0666666666666667,1,3,1
"720","{Product A,Product G,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"721","{Product G,Product I,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714,1
"722","{Product A,Product G,Product I} => {Product L}",0.0666666666666667,1,3,1
"723","{Product G,Product J,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"724","{Product F,Product G,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"725","{Product G,Product J,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"726","{Product G,Product I,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"727","{Product F,Product G,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"728","{Product G,Product I,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"729","{Product A,Product F,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"730","{Product A,Product F,Product J} => {Product L}",0.0666666666666667,1,3,1
"731","{Product A,Product J,Product L} => {Product I}",0.133333333333333,1,1.36363636363636,2
"732","{Product A,Product I,Product L} => {Product J}",0.133333333333333,1,2.5,2
"733","{Product A,Product I,Product J} => {Product L}",0.133333333333333,1,3,2
"734","{Product A,Product F,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"735","{Product A,Product F,Product I} => {Product L}",0.0666666666666667,1,3,1
"736","{Product C,Product J,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"737","{Product C,Product H,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"738","{Product H,Product J,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"739","{Product C,Product H,Product J} => {Product L}",0.0666666666666667,1,3,1
"740","{Product C,Product J,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"741","{Product C,Product F,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"742","{Product C,Product F,Product J} => {Product L}",0.0666666666666667,1,3,1
"743","{Product C,Product J,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"744","{Product C,Product I,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"745","{Product C,Product I,Product J} => {Product L}",0.0666666666666667,1,3,1
"746","{Product C,Product H,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"747","{Product C,Product F,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"748","{Product F,Product H,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"749","{Product C,Product F,Product H} => {Product L}",0.0666666666666667,1,3,1
"750","{Product C,Product H,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"751","{Product C,Product I,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"752","{Product H,Product I,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"753","{Product C,Product H,Product I} => {Product L}",0.0666666666666667,1,3,1
"754","{Product C,Product F,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"755","{Product C,Product I,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"756","{Product C,Product F,Product I} => {Product L}",0.0666666666666667,1,3,1
"757","{Product H,Product J,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"758","{Product F,Product H,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"759","{Product H,Product J,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"760","{Product H,Product I,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"761","{Product F,Product J,Product L} => {Product I}",0.133333333333333,1,1.36363636363636,2
"762","{Product F,Product I,Product L} => {Product J}",0.133333333333333,1,2.5,2
"763","{Product F,Product H,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"764","{Product H,Product I,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"765","{Product A,Product B,Product C} => {Product I}",0.333333333333333,1,1.36363636363636,5
"766","{Product A,Product B,Product I} => {Product C}",0.333333333333333,1,2.14285714285714,5
"767","{Product B,Product C,Product I} => {Product A}",0.333333333333333,1,2.14285714285714,5
"768","{Product A,Product C,Product I} => {Product B}",0.333333333333333,1,2.5,5
"769","{Product A,Product G,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"770","{Product A,Product F,Product G} => {Product J}",0.0666666666666667,1,2.5,1
"771","{Product A,Product F,Product J} => {Product G}",0.0666666666666667,1,3,1
"772","{Product A,Product G,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"773","{Product A,Product G,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"774","{Product A,Product F,Product G} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"775","{Product A,Product G,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"776","{Product A,Product F,Product I} => {Product G}",0.0666666666666667,1,3,1
"777","{Product E,Product G,Product J} => {Product H}",0.133333333333333,1,2.14285714285714,2
"778","{Product G,Product H,Product J} => {Product E}",0.133333333333333,1,2.5,2
"779","{Product E,Product G,Product J} => {Product F}",0.133333333333333,1,2.14285714285714,2
"780","{Product E,Product G,Product J} => {Product I}",0.133333333333333,1,1.36363636363636,2
"781","{Product E,Product G,Product I} => {Product J}",0.133333333333333,1,2.5,2
"782","{Product E,Product G,Product H} => {Product F}",0.266666666666667,1,2.14285714285714,4
"783","{Product E,Product F,Product G} => {Product H}",0.266666666666667,1,2.14285714285714,4
"784","{Product F,Product G,Product H} => {Product E}",0.266666666666667,1,2.5,4
"785","{Product E,Product F,Product H} => {Product G}",0.266666666666667,0.8,2.4,4
"786","{Product E,Product G,Product I} => {Product H}",0.133333333333333,1,2.14285714285714,2
"787","{Product G,Product H,Product I} => {Product E}",0.133333333333333,1,2.5,2
"788","{Product E,Product G,Product I} => {Product F}",0.133333333333333,1,2.14285714285714,2
"789","{Product G,Product H,Product J} => {Product F}",0.133333333333333,1,2.14285714285714,2
"790","{Product G,Product H,Product J} => {Product I}",0.133333333333333,1,1.36363636363636,2
"791","{Product G,Product H,Product I} => {Product J}",0.133333333333333,1,2.5,2
"792","{Product F,Product G,Product J} => {Product I}",0.2,1,1.36363636363636,3
"793","{Product G,Product I,Product J} => {Product F}",0.2,1,2.14285714285714,3
"794","{Product F,Product G,Product I} => {Product J}",0.2,1,2.5,3
"795","{Product G,Product H,Product I} => {Product F}",0.133333333333333,1,2.14285714285714,2
"796","{Product A,Product F,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"797","{Product A,Product F,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"798","{Product C,Product H,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"799","{Product C,Product F,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"800","{Product C,Product F,Product H} => {Product J}",0.0666666666666667,1,2.5,1
"801","{Product C,Product H,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"802","{Product C,Product I,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"803","{Product C,Product H,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"804","{Product C,Product F,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"805","{Product C,Product I,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"806","{Product C,Product F,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"807","{Product C,Product F,Product H} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"808","{Product C,Product H,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"809","{Product C,Product F,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"810","{Product E,Product H,Product J} => {Product F}",0.2,1,2.14285714285714,3
"811","{Product E,Product F,Product J} => {Product H}",0.2,1,2.14285714285714,3
"812","{Product E,Product H,Product J} => {Product I}",0.2,1,1.36363636363636,3
"813","{Product E,Product I,Product J} => {Product H}",0.2,1,2.14285714285714,3
"814","{Product E,Product H,Product I} => {Product J}",0.2,1,2.5,3
"815","{Product E,Product F,Product J} => {Product I}",0.2,1,1.36363636363636,3
"816","{Product E,Product I,Product J} => {Product F}",0.2,1,2.14285714285714,3
"817","{Product E,Product F,Product I} => {Product J}",0.2,1,2.5,3
"818","{Product E,Product H,Product I} => {Product F}",0.2,1,2.14285714285714,3
"819","{Product E,Product F,Product I} => {Product H}",0.2,1,2.14285714285714,3
"820","{Product F,Product H,Product J} => {Product I}",0.266666666666667,1,1.36363636363636,4
"821","{Product H,Product I,Product J} => {Product F}",0.266666666666667,1,2.14285714285714,4
"822","{Product F,Product I,Product J} => {Product H}",0.266666666666667,0.8,1.71428571428571,4
"823","{Product F,Product H,Product I} => {Product J}",0.266666666666667,1,2.5,4
