Cust_id,Age,Annual_Income_Lacs,Twitter User,Number of Vehicles,Gender,Married,Daily hours of work,Affluent_Lifestyle,No of Dependents,Urban_residence,Social,Outstation_Travel_last_year
7484,41,6,1,2,0,1,6,1,1,1,1,8
4842,41,2,1,2,0,1,7,0,5,1,1,0
3456,41,6,1,2,0,1,8,0,4,1,1,10
6395,41,7,1,1,0,1,6,1,5,1,1,1
5666,41,4,1,2,0,1,5,1,8,1,1,8
2338,41,5,1,5,0,1,7,0,2,1,1,10
3122,41,4,1,2,0,1,5,0,8,1,1,6
7666,41,1,1,1,0,1,5,1,3,1,1,1
5141,41,2,1,3,0,1,6,0,2,1,1,4
1474,41,5,1,2,0,1,5,0,8,1,1,1
1538,41,4,1,3,0,1,7,0,8,1,1,4
4050,41,6,1,5,0,1,5,0,2,1,1,0
8686,41,4,1,5,0,1,8,1,2,1,1,9
736,41,7,1,5,0,1,8,0,1,1,1,3
3542,41,6,1,4,0,1,8,0,7,1,1,0
734,41,5,1,5,0,1,8,0,7,1,1,3
5360,41,7,1,5,0,1,7,0,7,1,1,3
6040,41,6,1,3,0,1,6,1,5,1,1,3
2804,41,4,1,5,0,1,6,0,6,1,1,8
2951,41,5,1,1,0,1,7,0,5,1,1,3
7611,41,2,1,1,0,1,7,1,5,1,1,2
4330,41,6,1,5,0,1,7,0,4,1,1,7
8366,41,1,1,1,0,1,5,1,5,1,1,8
1201,41,7,1,4,0,1,5,0,1,1,1,2
4487,41,6,1,4,0,1,5,0,1,1,1,0
10517,41,1,1,4,0,1,5,1,6,1,1,0
6572,41,4,1,5,0,1,6,1,8,1,1,2
4118,41,3,1,4,0,1,7,0,3,1,1,4
8454,41,4,1,2,0,1,8,1,1,1,1,1
5247,41,5,1,4,0,1,5,0,1,1,1,2
2452,42,0.4,1,2,0,1,8,0,6,1,1,6
4418,42,0.8,1,5,0,1,8,0,3,1,1,6
639,42,1,1,4,0,1,6,0,1,1,1,2
8125,42,1.3,1,1,0,1,5,1,3,1,1,0
5296,42,1.4,1,3,0,1,5,0,7,1,1,4
119,42,1.6,1,2,0,1,6,0,1,1,1,0
3312,42,1.9,1,2,0,1,7,0,3,1,1,7
9648,42,2,1,3,0,1,6,1,2,1,1,3
9986,42,2.1,1,1,0,1,5,1,3,1,1,0
8104,42,2.2,1,5,0,1,6,1,6,1,1,8
5836,42,2.2,1,2,0,1,8,1,3,1,1,10
6698,42,2.8,1,3,0,1,7,1,3,1,1,8
2702,42,2.9,1,2,0,1,8,0,4,1,1,0
10213,42,2.9,1,4,0,1,7,1,3,1,1,4
8502,42,3.3,1,1,0,1,6,1,3,1,1,5
7103,42,3.7,1,2,0,1,7,1,1,1,1,3
6096,42,3.8,1,4,0,1,5,1,5,1,1,10
10486,42,4.6,1,4,0,1,7,1,2,1,1,1
5683,42,4.7,1,2,0,1,8,1,8,1,1,2
7287,42,4.8,1,2,0,1,7,1,3,1,1,0
10054,42,5.2,1,2,0,1,5,1,6,1,1,6
7854,42,5.2,1,3,0,1,5,1,8,1,1,1
9892,42,5.3,1,4,0,1,6,1,8,1,1,6
8173,42,5.3,1,5,0,1,5,1,6,1,1,2
2980,42,5.5,1,5,0,1,8,0,3,1,1,6
10821,42,5.5,1,1,0,1,6,1,8,1,1,3
1156,42,5.8,1,2,0,1,5,0,3,1,1,9
176,42,6.1,1,5,0,1,5,0,2,1,1,2
5214,42,6.3,1,4,0,1,8,0,4,1,1,8
2006,42,6.4,1,1,0,1,6,0,3,1,1,7
685,42,6.6,1,3,0,1,6,0,5,1,1,1
4062,42,6.9,1,4,0,1,7,0,1,1,1,9
8444,42,7.5,1,5,0,1,5,1,6,1,1,0
9415,42,7.9,1,3,0,1,8,1,3,1,1,1
4722,42,8,1,5,0,1,6,0,6,1,1,8
594,42,8,1,3,0,1,6,0,1,1,1,4
1884,42,8.2,1,3,0,1,8,0,7,1,1,2
3117,42,8.4,1,1,0,1,7,0,2,1,1,0
1410,42,8.5,1,4,0,1,7,0,4,1,1,4
2314,42,9.1,1,2,0,1,6,0,6,1,1,1
6286,42,9.2,1,5,0,1,6,1,1,1,1,0
5858,42,9.9,1,3,0,1,8,1,8,1,1,5
9462,42,10.9,1,4,0,1,6,1,8,1,1,7
6050,42,11,1,1,0,1,6,1,5,1,1,7
8791,42,11.1,1,2,0,1,8,1,7,1,1,0
9658,42,11.7,1,4,0,1,8,1,4,1,1,10
1952,42,11.8,1,2,0,1,6,0,5,1,1,0
4268,42,3,1,4,0,1,5,0,5,1,1,1
9638,42,6,1,4,0,1,7,1,3,1,1,0
7858,42,5,1,2,0,1,5,1,2,1,1,4
9582,42,1,1,4,0,1,7,1,6,1,1,8
9642,42,7,1,5,0,1,8,1,7,1,1,1
3985,42,6,1,1,0,1,7,0,6,1,1,4
9155,42,1,1,5,0,1,5,1,7,1,1,0
6772,42,3,1,1,0,1,8,1,6,1,1,2
4662,42,6,1,1,0,1,7,0,2,1,1,2
1782,42,6,1,1,0,1,5,0,1,1,1,9
6784,42,4,1,5,0,1,6,1,3,1,1,2
7302,42,5,1,3,0,1,8,1,3,1,1,3
8000,42,7,1,4,0,1,8,1,8,1,1,2
2298,42,2,1,5,0,1,6,0,6,1,1,6
9463,42,3,1,4,0,1,5,1,2,1,1,0
1900,42,2,1,5,0,1,6,0,2,1,1,3
7435,42,7,1,1,0,1,5,1,8,1,1,3
6819,42,6,1,5,0,1,8,1,2,1,1,1
1726,42,3,1,2,0,1,5,0,4,1,1,10
2460,42,3,1,2,0,1,5,0,7,1,1,5
4926,42,7,1,1,0,1,7,0,1,1,1,5
114,42,6,1,1,0,1,6,0,2,1,1,5
7165,42,7,1,4,0,1,6,1,7,1,1,4
6676,42,6,1,3,0,1,7,1,4,1,1,5
7092,42,7,1,2,0,1,8,1,1,1,1,8
3022,42,2,1,5,0,1,8,0,6,1,1,4
757,42,1,1,3,0,1,7,0,8,1,1,1
3704,42,2,1,5,0,1,5,0,5,1,1,9
6190,42,6,1,3,0,1,5,1,3,1,1,0
4823,42,5,1,4,0,1,7,0,3,1,1,1
2570,42,1,1,3,0,1,8,0,4,1,1,0
9143,42,6,1,4,0,1,5,1,3,1,1,4
3711,42,1,1,2,0,1,5,0,7,1,1,2
9122,42,2,1,2,0,1,8,1,3,1,1,8
9160,42,6,1,2,0,1,7,1,5,1,1,9
2553,42,1,1,1,0,1,8,0,1,1,1,4
2060,42,3,1,4,0,1,7,0,5,1,1,7
7811,42,7,1,1,0,1,7,1,5,1,1,3
2544,42,6,1,5,0,1,5,0,2,1,1,3
9998,42,7,1,2,0,1,8,1,1,1,1,7
3118,42,1,1,2,0,1,7,0,3,1,1,10
3887,42,5,1,1,0,1,6,0,2,1,1,2
8507,42,2,1,1,0,1,8,1,2,1,1,3
3282,42,1,1,1,0,1,7,0,3,1,1,8
10091,42,5,1,3,0,1,7,1,2,1,1,2
2914,42,1,1,1,0,1,7,0,8,1,1,6
9841,42,1,1,2,0,1,8,1,2,1,1,1
5936,42,4,1,3,0,1,6,1,1,1,1,7
8360,42,1,1,3,0,1,8,1,5,1,1,2
5629,42,7,1,5,0,1,5,1,6,1,1,1
6168,42,2,1,3,0,1,7,1,1,1,1,9
9593,42,3,1,1,0,1,5,1,3,1,1,0
5233,42,2,1,2,0,1,8,0,2,1,1,1
2306,42,3,1,4,0,1,5,0,7,1,1,3
1072,42,1,1,3,0,1,5,0,8,1,1,8
1845,42,1,1,4,0,1,6,0,1,1,1,1
5514,42,2,1,3,0,1,8,1,4,1,1,2
1741,42,6,1,2,0,1,7,0,8,1,1,2
6768,42,7,1,3,0,1,5,1,5,1,1,4
9753,42,3,1,4,0,1,7,1,3,1,1,0
9372,42,6,1,2,0,1,5,1,4,1,1,4
1448,42,5,1,4,0,1,7,0,3,1,1,7
3663,43,0.6,1,2,0,1,7,0,5,1,1,1
5365,43,0.7,1,5,0,1,8,0,8,1,1,1
6789,43,1.7,1,2,0,1,5,1,1,1,1,4
6758,43,1.7,1,2,0,1,8,1,5,1,1,2
2967,43,1.8,1,3,0,1,7,0,8,1,1,4
9412,43,2.1,1,5,0,1,6,1,6,1,1,7
9402,43,2.2,1,5,0,1,7,1,4,1,1,3
8025,43,3,1,3,0,1,5,1,5,1,1,4
7158,43,3.1,1,4,0,1,5,1,8,1,1,9
4854,43,3.5,1,4,0,1,5,0,8,1,1,3
3764,43,4.1,1,1,0,1,7,0,5,1,1,2
9954,43,4.7,1,4,0,1,7,1,7,1,1,0
4205,43,5.2,1,1,0,1,8,0,6,1,1,1
9515,43,5.4,1,2,0,1,8,1,6,1,1,0
798,43,6,1,4,0,1,5,0,6,1,1,0
10057,43,6.1,1,1,0,1,5,1,1,1,1,3
7898,43,6.1,1,1,0,1,6,1,1,1,1,3
8060,43,6.3,1,2,0,1,6,1,4,1,1,1
8931,43,6.4,1,3,0,1,5,1,8,1,1,2
5196,43,6.6,1,2,0,1,5,0,2,1,1,4
6948,43,7,1,4,0,1,6,1,8,1,1,7
7145,43,7.1,1,3,0,1,8,1,5,1,1,2
750,43,7.3,1,5,0,1,8,0,5,1,1,7
9359,43,7.3,1,4,0,1,5,1,3,1,1,4
8904,43,7.4,1,5,0,1,8,1,8,1,1,10
7206,43,7.4,1,4,0,1,6,1,1,1,1,5
10629,43,7.4,1,4,0,1,6,1,6,1,1,2
2738,43,7.7,1,1,0,1,8,0,6,1,1,1
5327,43,7.9,1,1,0,1,7,0,2,1,1,4
9774,43,8,1,2,0,1,7,1,3,1,1,2
6278,43,8,1,2,0,1,6,1,7,1,1,10
4398,43,8,1,3,0,1,6,0,8,1,1,7
10837,43,8.1,1,5,0,1,7,1,5,1,1,4
2844,43,8.1,1,3,0,1,7,0,8,1,1,1
1520,43,9.2,1,2,0,1,6,0,3,1,1,5
10814,43,9.3,1,1,0,1,6,1,1,1,1,1
7285,43,9.9,1,1,0,1,8,1,6,1,1,2
96,43,10,1,5,0,1,5,0,5,1,1,10
4243,43,10.4,1,1,0,1,8,0,1,1,1,3
6810,43,10.4,1,5,0,1,5,1,8,1,1,10
4145,43,10.5,1,2,0,1,8,0,5,1,1,2
8140,43,10.7,1,5,0,1,5,1,1,1,1,7
6297,43,11.6,1,5,0,1,7,1,7,1,1,4
1218,43,11.6,1,3,0,1,5,0,1,1,1,4
10530,43,3,1,5,0,1,6,1,7,1,1,4
2543,43,3,1,2,0,1,5,0,2,1,1,4
2374,43,2,1,1,0,1,6,0,7,1,1,0
8200,43,1,1,2,0,1,8,1,5,1,1,1
210,43,2,1,3,0,1,7,0,1,1,1,2
4036,43,3,1,1,0,1,7,0,3,1,1,8
9202,43,4,1,4,0,1,5,1,5,1,1,8
3287,43,3,1,1,0,1,5,0,6,1,1,3
10600,43,1,1,4,0,1,5,1,8,1,1,6
7280,43,6,1,2,0,1,8,1,6,1,1,5
591,43,1,1,2,0,1,8,0,4,1,1,4
7472,43,5,1,1,0,1,5,1,6,1,1,6
1543,43,6,1,1,0,1,6,0,3,1,1,3
819,43,2,1,3,0,1,5,0,2,1,1,4
7684,43,5,1,4,0,1,7,1,3,1,1,6
236,43,1,1,3,0,1,7,0,7,1,1,4
3626,43,2,1,1,0,1,7,0,2,1,1,10
7820,43,3,1,5,0,1,8,1,2,1,1,4
2740,43,3,1,3,0,1,7,0,7,1,1,5
7259,43,4,1,2,0,1,8,1,6,1,1,3
6739,43,7,1,3,0,1,5,1,8,1,1,0
363,43,2,1,1,0,1,5,0,2,1,1,0
6550,43,3,1,2,0,1,8,1,8,1,1,9
9766,43,7,1,1,0,1,6,1,2,1,1,7
7814,43,1,1,3,0,1,6,1,5,1,1,5
9364,43,1,1,2,0,1,7,1,3,1,1,0
5419,43,6,1,3,0,1,8,1,1,1,1,0
1518,43,2,1,4,0,1,7,0,4,1,1,2
3999,43,6,1,3,0,1,5,0,7,1,1,3
8002,43,6,1,4,0,1,7,1,3,1,1,10
7503,43,3,1,3,0,1,5,1,4,1,1,3
1554,43,6,1,4,0,1,6,0,3,1,1,8
5841,43,7,1,4,0,1,8,1,5,1,1,2
6128,43,1,1,2,0,1,7,1,4,1,1,8
9513,43,6,1,5,0,1,8,1,5,1,1,4
2026,43,5,1,1,0,1,6,0,7,1,1,7
7360,43,3,1,2,0,1,6,1,3,1,1,3
3400,43,2,1,4,0,1,8,0,1,1,1,4
9473,43,4,1,2,0,1,7,1,4,1,1,2
4567,43,7,1,4,0,1,8,0,2,1,1,2
3670,43,7,1,4,0,1,6,0,3,1,1,3
9566,43,6,1,5,0,1,6,1,4,1,1,7
1632,43,2,1,3,0,1,7,0,1,1,1,10
3901,43,3,1,4,0,1,8,0,5,1,1,4
1738,43,5,1,4,0,1,8,0,5,1,1,8
4635,43,2,1,4,0,1,6,0,7,1,1,1
7276,43,2,1,4,0,1,5,1,8,1,1,9
3006,43,7,1,4,0,1,5,0,6,1,1,7
10066,43,3,1,5,0,1,7,1,3,1,1,7
2498,43,4,1,3,0,1,5,0,6,1,1,7
6401,43,1,1,4,0,1,5,1,7,1,1,3
9873,43,6,1,3,0,1,8,1,7,1,1,4
10240,43,5,1,4,0,1,8,1,6,1,1,1
6364,43,7,1,5,0,1,5,1,5,1,1,6
7152,43,7,1,4,0,1,7,1,7,1,1,1
6780,43,7,1,2,0,1,5,1,4,1,1,9
2509,43,3,1,2,0,1,6,0,2,1,1,2
7880,43,5,1,3,0,1,6,1,3,1,1,5
8043,43,2,1,1,0,1,8,1,8,1,1,1
9933,43,7,1,4,0,1,8,1,1,1,1,1
1548,43,4,1,3,0,1,8,0,1,1,1,9
7363,43,7,1,5,0,1,6,1,8,1,1,2
2152,43,7,1,3,0,1,7,0,8,1,1,2
3591,44,0.1,1,3,0,1,6,0,8,1,1,0
1847,44,0.2,1,1,0,1,6,0,2,1,1,4
1770,44,0.2,1,3,0,1,5,0,3,1,1,7
6094,44,0.7,1,3,0,1,8,1,7,1,1,2
1728,44,2,1,4,0,1,8,0,1,1,1,4
2076,44,2.2,1,3,0,1,7,0,2,1,1,9
1052,44,2.3,1,4,0,1,7,0,5,1,1,10
10528,44,2.4,1,5,0,1,5,1,2,1,1,0
2345,44,2.5,1,2,0,1,8,0,3,1,1,0
1048,44,2.6,1,5,0,1,5,0,6,1,1,3
3431,44,2.6,1,3,0,1,7,0,5,1,1,4
1609,44,2.8,1,4,0,1,6,0,5,1,1,0
10546,44,3,1,3,0,1,5,1,7,1,1,9
7973,44,3.1,1,5,0,1,5,1,3,1,1,0
7060,44,3.3,1,3,0,1,8,1,2,1,1,7
1306,44,3.6,1,2,0,1,5,0,6,1,1,0
7952,44,3.9,1,2,0,1,5,1,7,1,1,1
8671,44,4.3,1,2,0,1,8,1,4,1,1,0
2934,44,4.6,1,5,0,1,6,0,3,1,1,8
1651,44,4.9,1,3,0,1,5,0,6,1,1,3
10002,44,4.9,1,3,0,1,6,1,8,1,1,2
6524,44,5,1,4,0,1,7,1,1,1,1,10
197,44,5.1,1,1,0,1,5,0,3,1,1,0
4988,44,5.2,1,4,0,1,7,0,2,1,1,5
7922,44,5.3,1,2,0,1,5,1,6,1,1,7
10833,44,5.5,1,2,0,1,8,1,1,1,1,3
2526,44,5.7,1,2,0,1,8,0,5,1,1,7
5843,44,6.1,1,4,0,1,8,1,8,1,1,3
8294,44,6.2,1,3,0,1,5,1,7,1,1,2
950,44,6.2,1,4,0,1,5,0,2,1,1,1
7134,44,6.8,1,2,0,1,6,1,2,1,1,6
8220,44,6.9,1,3,0,1,5,1,8,1,1,6
7282,44,6.9,1,5,0,1,7,1,3,1,1,3
1856,44,7.4,1,2,0,1,7,0,7,1,1,0
1280,44,7.4,1,1,0,1,8,0,1,1,1,2
5890,44,8.1,1,3,0,1,8,1,1,1,1,4
10101,44,8.3,1,5,0,1,7,1,1,1,1,2
7871,44,8.8,1,2,0,1,7,1,8,1,1,3
6480,44,9,1,5,0,1,7,1,7,1,1,10
8715,44,9.6,1,4,0,1,8,1,2,1,1,1
9437,44,9.8,1,3,0,1,7,1,5,1,1,3
4669,44,10.6,1,4,0,1,5,0,8,1,1,3
10686,44,11.4,1,5,0,1,7,1,5,1,1,6
10200,44,11.8,1,3,0,1,8,1,2,1,1,1
2886,44,3,1,1,0,1,8,0,6,1,1,10
9056,44,5,1,4,0,1,5,1,5,1,1,2
9660,44,6,1,4,0,1,8,1,6,1,1,0
3352,44,4,1,1,0,1,7,0,2,1,1,10
8784,44,2,1,1,0,1,6,1,2,1,1,4
1740,44,3,1,5,0,1,6,0,2,1,1,6
182,44,2,1,2,0,1,7,0,7,1,1,4
9320,44,1,1,5,0,1,6,1,2,1,1,7
8028,44,3,1,4,0,1,6,1,6,1,1,1
3506,44,4,1,5,0,1,5,0,5,1,1,3
9398,44,2,1,1,0,1,5,1,3,1,1,7
4468,44,6,1,4,0,1,7,0,2,1,1,8
961,44,6,1,1,0,1,7,0,8,1,1,1
5308,44,6,1,1,0,1,5,0,6,1,1,4
1893,44,3,1,2,0,1,8,0,5,1,1,4
8895,44,5,1,3,0,1,8,1,5,1,1,3
3818,44,2,1,1,0,1,8,0,8,1,1,3
4769,44,7,1,1,0,1,8,0,2,1,1,1
7354,44,7,1,1,0,1,5,1,3,1,1,9
5270,44,7,1,1,0,1,8,0,8,1,1,0
1485,44,2,1,1,0,1,8,0,8,1,1,1
8019,44,4,1,2,0,1,7,1,5,1,1,2
9280,44,3,1,2,0,1,7,1,6,1,1,6
3335,44,2,1,1,0,1,8,0,6,1,1,3
8493,44,5,1,5,0,1,7,1,6,1,1,4
4370,44,5,1,3,0,1,6,0,4,1,1,0
6870,44,4,1,5,0,1,8,1,6,1,1,10
1000,44,5,1,1,0,1,5,0,7,1,1,7
5104,44,1,1,2,0,1,6,0,1,1,1,6
6902,44,6,1,5,0,1,6,1,4,1,1,7
953,44,6,1,1,0,1,6,0,4,1,1,3
10444,44,6,1,1,0,1,5,1,2,1,1,6
10261,44,1,1,1,0,1,5,1,6,1,1,1
5397,44,4,1,5,0,1,6,0,7,1,1,2
498,44,1,1,2,0,1,8,0,2,1,1,5
4606,44,6,1,1,0,1,8,0,6,1,1,6
1804,44,5,1,5,0,1,7,0,4,1,1,0
10768,44,7,1,5,0,1,7,1,4,1,1,10
2938,44,5,1,5,0,1,7,0,5,1,1,3
7070,44,7,1,4,0,1,8,1,6,1,1,6
7364,44,4,1,1,0,1,6,1,3,1,1,0
10520,44,5,1,2,0,1,7,1,5,1,1,3
8212,44,7,1,5,0,1,5,1,4,1,1,3
7668,44,3,1,4,0,1,5,1,2,1,1,0
4572,44,2,1,5,0,1,6,0,2,1,1,1
10092,44,7,1,5,0,1,6,1,6,1,1,8
9438,44,4,1,5,0,1,8,1,3,1,1,6
9844,44,4,1,2,0,1,7,1,7,1,1,6
936,44,1,1,5,0,1,8,0,1,1,1,3
2538,44,7,1,5,0,1,5,0,6,1,1,5
8098,44,2,1,5,0,1,7,1,3,1,1,4
1412,44,4,1,1,0,1,6,0,8,1,1,3
8108,44,6,1,4,0,1,5,1,8,1,1,6
955,44,2,1,5,0,1,6,0,6,1,1,2
10354,44,6,1,4,0,1,5,1,5,1,1,9
3698,44,1,1,1,0,1,7,0,8,1,1,10
2079,44,6,1,3,0,1,6,0,6,1,1,3
9081,44,5,1,4,0,1,5,1,7,1,1,4
3590,44,7,1,1,0,1,7,0,4,1,1,2
4098,45,0.5,1,3,0,1,8,0,6,1,1,5
2016,45,0.6,1,3,0,1,7,0,3,1,1,6
9486,45,0.8,1,4,0,1,6,1,4,1,1,6
9038,45,0.9,1,1,0,1,8,1,4,1,1,2
5172,45,0.9,1,2,0,1,8,0,8,1,1,6
9450,45,1.1,1,5,0,1,8,1,4,1,1,5
6914,45,1.2,1,3,0,1,7,1,1,1,1,4
4928,45,1.8,1,5,0,1,8,0,3,1,1,7
9300,45,1.8,1,1,0,1,5,1,1,1,1,9
200,45,2.2,1,2,0,1,5,0,6,1,1,10
1891,45,2.2,1,5,0,1,8,0,6,1,1,1
3618,45,2.2,1,5,0,1,6,0,2,1,1,5
9728,45,2.3,1,2,0,1,8,1,5,1,1,7
5615,45,3.2,1,5,0,1,5,1,8,1,1,0
5508,45,3.3,1,5,0,1,7,1,3,1,1,0
5605,45,3.4,1,1,0,1,6,1,5,1,1,4
8588,45,3.8,1,3,0,1,7,1,4,1,1,6
9194,45,3.8,1,1,0,1,5,1,8,1,1,9
7068,45,4.1,1,4,0,1,5,1,7,1,1,5
3930,45,4.1,1,4,0,1,5,0,1,1,1,0
4650,45,4.3,1,2,0,1,7,0,2,1,1,3
4416,45,4.5,1,3,0,1,8,0,2,1,1,5
8180,45,4.6,1,5,0,1,6,1,8,1,1,1
4690,45,4.6,1,1,0,1,5,0,4,1,1,1
9994,45,5.4,1,2,0,1,6,1,7,1,1,0
6318,45,5.8,1,1,0,1,7,1,3,1,1,2
10348,45,5.8,1,1,0,1,5,1,3,1,1,2
7794,45,5.9,1,2,0,1,6,1,6,1,1,8
2657,45,5.9,1,2,0,1,7,0,5,1,1,0
9550,45,6.2,1,1,0,1,6,1,8,1,1,2
3250,45,7.1,1,1,0,1,5,0,6,1,1,2
9604,45,7.4,1,1,0,1,6,1,7,1,1,6
552,45,7.9,1,5,0,1,5,0,2,1,1,4
2602,45,8.1,1,2,0,1,7,0,7,1,1,0
7098,45,8.1,1,2,0,1,6,1,3,1,1,2
4729,45,8.4,1,5,0,1,7,0,3,1,1,2
876,45,8.5,1,5,0,1,7,0,6,1,1,8
3624,45,8.7,1,5,0,1,8,0,2,1,1,2
6718,45,8.8,1,4,0,1,8,1,1,1,1,4
10653,45,8.9,1,2,0,1,6,1,7,1,1,0
10398,45,9.1,1,3,0,1,7,1,4,1,1,0
6498,45,9.4,1,2,0,1,5,1,1,1,1,0
2095,45,9.5,1,4,0,1,7,0,4,1,1,2
8595,45,9.6,1,2,0,1,8,1,1,1,1,4
9492,45,9.7,1,4,0,1,6,1,4,1,1,10
3752,45,9.9,1,2,0,1,7,0,3,1,1,2
3439,45,10.7,1,5,0,1,5,0,2,1,1,0
2433,45,10.8,1,2,0,1,8,0,5,1,1,0
301,45,11.3,1,3,0,1,8,0,3,1,1,3
4674,45,11.6,1,1,0,1,8,0,5,1,1,1
5356,45,11.8,1,3,0,1,8,0,5,1,1,1
10682,45,7,1,4,0,1,5,1,5,1,1,2
6058,45,4,1,1,0,1,5,1,6,1,1,8
5069,45,2,1,4,0,1,6,0,7,1,1,1
2530,45,7,1,3,0,1,5,0,5,1,1,9
6638,45,4,1,5,0,1,6,1,8,1,1,8
7554,45,1,1,2,0,1,5,1,8,1,1,2
8505,45,3,1,1,0,1,5,1,1,1,1,2
2737,45,3,1,3,0,1,8,0,1,1,1,1
6267,45,3,1,5,0,1,8,1,1,1,1,0
992,45,5,1,2,0,1,8,0,7,1,1,0
832,45,2,1,2,0,1,8,0,5,1,1,1
3952,45,3,1,2,0,1,5,0,1,1,1,3
6472,45,6,1,5,0,1,8,1,2,1,1,4
4958,45,4,1,5,0,1,7,0,8,1,1,0
2819,45,5,1,3,0,1,8,0,6,1,1,1
6496,45,6,1,4,0,1,8,1,4,1,1,2
3556,45,7,1,3,0,1,8,0,2,1,1,8
532,45,6,1,3,0,1,7,0,6,1,1,9
6720,45,2,1,4,0,1,5,1,2,1,1,5
1344,45,6,1,4,0,1,7,0,7,1,1,3
4900,45,5,1,1,0,1,6,0,4,1,1,6
7730,45,2,1,2,0,1,6,1,1,1,1,3
4530,45,7,1,5,0,1,5,0,1,1,1,2
9350,45,1,1,4,0,1,6,1,1,1,1,1
1475,45,6,1,2,0,1,5,0,3,1,1,3
5353,45,6,1,4,0,1,7,0,1,1,1,0
4610,45,5,1,3,0,1,6,0,8,1,1,10
3916,45,2,1,3,0,1,7,0,3,1,1,10
10445,45,4,1,5,0,1,5,1,7,1,1,0
6644,45,7,1,1,0,1,6,1,2,1,1,10
6731,45,5,1,2,0,1,6,1,5,1,1,0
9792,45,2,1,5,0,1,5,1,5,1,1,9
6332,45,1,1,3,0,1,8,1,3,1,1,5
5644,45,7,1,1,0,1,5,1,7,1,1,7
4020,45,7,1,3,0,1,7,0,5,1,1,5
10749,45,6,1,2,0,1,6,1,2,1,1,4
7237,45,5,1,2,0,1,8,1,3,1,1,0
5750,45,5,1,1,0,1,5,1,1,1,1,0
6660,45,6,1,2,0,1,7,1,1,1,1,5
5398,45,6,1,5,0,1,7,0,3,1,1,2
9520,45,7,1,4,0,1,8,1,7,1,1,5
3314,45,3,1,3,0,1,6,0,2,1,1,0
5362,45,5,1,5,0,1,7,0,1,1,1,2
10100,45,3,1,5,0,1,6,1,8,1,1,6
6270,45,6,1,2,0,1,7,1,3,1,1,7
3882,45,3,1,2,0,1,5,0,3,1,1,3
10224,45,6,1,3,0,1,8,1,1,1,1,0
6684,45,6,1,4,0,1,6,1,8,1,1,7
1540,45,7,1,3,0,1,7,0,1,1,1,3
408,45,3,1,3,0,1,7,0,4,1,1,8
9096,45,2,1,4,0,1,8,1,3,1,1,10
9094,45,3,1,3,0,1,8,1,7,1,1,5
9909,45,6,1,1,0,1,8,1,7,1,1,2
2066,45,6,1,4,0,1,5,0,7,1,1,2
1042,45,1,1,3,0,1,7,0,6,1,1,10
9482,45,4,1,5,0,1,5,1,5,1,1,7
5867,45,4,1,5,0,1,6,1,4,1,1,3
3432,45,5,1,3,0,1,6,0,4,1,1,7
5930,45,3,1,2,0,1,7,1,3,1,1,5
311,45,4,1,1,0,1,7,0,8,1,1,3
3463,45,6,1,1,0,1,6,0,4,1,1,3
2413,45,3,1,2,0,1,6,0,4,1,1,3
5668,45,6,1,2,0,1,5,1,5,1,1,9
1685,45,7,1,4,0,1,5,0,2,1,1,1
1059,45,3,1,1,0,1,6,0,7,1,1,4
3332,45,6,1,5,0,1,8,0,8,1,1,7
4052,45,6,1,4,0,1,5,0,1,1,1,6
1212,45,3,1,3,0,1,7,0,2,1,1,1
2422,45,2,1,5,0,1,6,0,4,1,1,6
3442,46,0.2,1,4,0,1,8,0,1,1,1,8
658,46,0.3,1,5,0,1,5,0,6,1,1,6
5895,46,0.6,1,5,0,1,5,1,3,1,1,3
4128,46,0.7,1,5,0,1,5,0,7,1,1,3
5499,46,0.7,1,3,0,1,5,1,1,1,1,4
8466,46,0.8,1,5,0,1,5,1,8,1,1,0
5764,46,1.1,1,1,0,1,5,1,3,1,1,1
10236,46,1.2,1,3,0,1,6,1,1,1,1,8
4012,46,1.5,1,3,0,1,8,0,6,1,1,8
8860,46,1.5,1,2,0,1,7,1,4,1,1,5
339,46,1.8,1,4,0,1,6,0,4,1,1,2
2717,46,2.1,1,3,0,1,8,0,4,1,1,0
6464,46,2.2,1,2,0,1,6,1,8,1,1,9
10531,46,2.5,1,4,0,1,5,1,1,1,1,0
3763,46,3.1,1,1,0,1,7,0,4,1,1,4
8984,46,3.8,1,1,0,1,5,1,3,1,1,5
10732,46,3.9,1,3,0,1,7,1,8,1,1,5
9625,46,4.9,1,4,0,1,8,1,8,1,1,0
5056,46,5.4,1,2,0,1,5,0,2,1,1,7
10360,46,5.9,1,2,0,1,5,1,1,1,1,6
1573,46,5.9,1,3,0,1,6,0,7,1,1,3
10574,46,6,1,1,0,1,8,1,3,1,1,3
6413,46,6.3,1,3,0,1,8,1,5,1,1,3
78,46,6.6,1,1,0,1,5,0,6,1,1,3
2528,46,7.6,1,3,0,1,8,0,2,1,1,5
10402,46,7.9,1,4,0,1,8,1,1,1,1,10
4801,46,7.9,1,3,0,1,8,0,2,1,1,1
1979,46,7.9,1,5,0,1,5,0,5,1,1,0
6892,46,8.2,1,3,0,1,8,1,8,1,1,0
5822,46,8.3,1,1,0,1,8,1,4,1,1,1
1511,46,8.6,1,3,0,1,5,0,8,1,1,4
2788,46,8.7,1,2,0,1,7,0,5,1,1,1
