"","Cust_id","Age","Annual_Income_Lacs","Twitter User","Number of Vehicles","Gender","Married","Daily hours of work","Affluent_Lifestyle","No of Dependents","Urban_residence","Social","Outstation_Travel_last_year"
"2486",7199,26,14.8,1,3,0,1,12,1,2,1,1,1
"2487",727,26,15,1,3,0,0,12,0,1,1,1,7
"2488",1577,26,15,1,3,0,0,14,0,1,1,1,5
"2489",1595,26,15,1,4,0,0,10,0,1,1,1,10
"2490",6853,26,15,1,3,0,0,14,1,1,1,1,9
"2491",9423,26,15.2,1,1,0,0,15,1,1,1,1,10
"2492",1159,26,15.2,1,4,0,0,9,0,1,1,1,8
"2493",3139,26,15.2,1,4,0,0,10,0,0,1,1,5
"2494",7019,26,15.2,1,5,0,0,11,1,1,1,1,8
"2495",8567,26,15.2,1,4,0,0,15,1,2,1,1,6
"2496",2489,26,15.2,1,2,0,0,12,0,0,1,1,7
"2497",8509,26,15.3,1,1,0,0,12,1,1,1,1,9
"2498",5491,26,15.3,1,1,0,0,10,1,1,1,1,9
"2499",3123,26,15.3,1,3,0,0,9,0,1,1,1,7
"2500",6183,26,15.3,1,5,0,0,13,1,0,1,1,9
"2501",9101,26,15.3,1,1,0,0,14,1,1,1,1,10
"2502",4101,26,15.3,1,2,0,0,11,0,1,1,1,5
"2503",6773,26,15.4,1,4,0,0,14,1,1,1,1,10
"2504",803,26,15.4,1,1,0,0,14,0,1,1,1,5
"2505",1157,26,15.4,1,5,0,0,12,0,2,1,1,8
"2506",5535,26,15.4,1,5,0,0,14,1,2,1,1,6
"2507",6135,26,15.5,1,5,0,0,11,1,2,1,1,5
"2508",9697,26,15.5,1,3,0,0,11,1,1,1,1,6
"2509",5015,26,15.5,1,4,0,0,10,0,0,1,1,6
"2510",8963,26,15.5,1,1,0,0,12,1,0,1,1,8
"2511",2245,26,15.5,1,3,0,0,11,0,0,1,1,5
"2512",10549,26,15.5,1,2,0,0,14,1,0,1,1,8
"2513",9655,26,15.5,1,3,0,0,13,1,2,1,1,8
"2514",1080,26,15.6,1,1,0,1,12,0,1,1,1,0
"2515",4107,26,15.6,1,1,0,0,12,0,1,1,1,8
"2516",3793,26,15.6,1,4,0,0,10,0,2,1,1,7
"2517",4815,26,15.7,1,5,0,0,12,0,2,1,1,5
"2518",5881,26,15.7,1,3,0,0,12,1,1,1,1,7
"2519",4163,26,15.7,1,5,0,0,10,0,0,1,1,9
"2520",6891,26,15.7,1,3,0,0,13,1,1,1,1,9
"2521",5677,26,15.7,1,1,0,0,15,1,1,1,1,8
"2522",4657,26,15.7,1,3,0,1,15,0,1,1,1,3
"2523",1091,26,15.8,1,2,0,0,13,0,1,1,1,9
"2524",4883,26,15.8,1,5,0,0,14,0,1,1,1,7
"2525",5731,26,15.8,1,2,0,0,14,1,0,1,1,10
"2526",8347,26,15.9,1,2,0,0,15,1,2,1,1,10
"2527",5054,26,15.9,1,4,0,1,13,0,5,1,1,5
"2528",7657,26,15.9,1,2,0,0,12,1,2,1,1,5
"2529",3425,26,15.9,1,1,0,0,13,0,1,1,1,9
"2530",9693,26,15.9,1,1,0,0,11,1,2,1,1,9
"2531",2939,26,16,1,2,0,0,13,0,2,1,1,9
"2532",4215,26,16,1,5,0,0,9,0,0,1,1,6
"2533",7849,26,16,1,1,0,0,13,1,1,1,1,8
"2534",7239,26,16,1,3,0,0,13,1,2,1,1,7
"2535",5985,26,16,1,3,0,0,12,1,0,1,1,5
"2536",9563,26,16,1,4,0,0,12,1,0,1,1,8
"2537",6715,26,16,1,2,0,1,13,1,5,1,1,3
"2538",8651,26,16.1,1,4,0,0,12,1,0,1,1,7
"2539",6253,26,16.1,1,1,0,0,10,1,2,1,1,9
"2540",4862,26,16.1,1,3,0,1,12,0,5,1,1,9
"2541",2933,26,16.1,1,2,0,0,13,0,2,1,1,5
"2542",3613,26,16.1,1,4,0,0,14,0,1,1,1,9
"2543",4500,26,16.2,1,5,0,1,11,0,3,1,1,4
"2544",5557,26,16.2,1,2,0,0,9,1,0,1,1,8
"2545",9141,26,16.2,1,2,0,0,12,1,1,1,1,6
"2546",1535,26,16.3,1,1,0,0,11,0,0,1,1,5
"2547",3947,26,16.3,1,4,0,0,9,0,2,1,1,8
"2548",4695,26,16.3,1,1,0,0,12,0,1,1,1,5
"2549",4557,26,16.3,1,1,0,0,11,0,2,1,1,9
"2550",8537,26,16.3,1,4,0,0,13,1,2,1,1,9
"2551",5989,26,16.3,1,5,0,0,11,1,0,1,1,10
"2552",6933,26,16.4,1,2,0,0,13,1,1,1,1,9
"2553",2831,26,16.4,1,2,0,0,12,0,0,1,1,7
"2554",10187,26,16.4,1,3,0,0,14,1,0,1,1,5
"2555",10083,26,16.4,1,1,0,0,9,1,1,1,1,6
"2556",8909,26,16.4,1,1,0,0,12,1,1,1,1,10
"2557",2139,26,16.5,1,1,0,0,14,0,1,1,1,10
"2558",2593,26,16.5,1,4,0,0,12,0,2,1,1,9
"2559",8499,26,16.5,1,2,0,0,14,1,1,1,1,10
"2560",7737,26,16.5,1,3,0,1,13,1,2,1,1,2
"2561",7819,26,16.5,1,5,0,0,10,1,0,1,1,9
"2562",10359,26,16.5,1,4,0,0,11,1,1,1,1,7
"2563",1659,26,16.6,1,1,0,0,10,0,1,1,1,10
"2564",5593,26,16.6,1,4,0,0,11,1,2,1,1,9
"2565",8979,26,16.7,1,1,0,0,9,1,2,1,1,9
"2566",9811,26,16.7,1,3,0,0,11,1,0,1,1,5
"2567",10501,26,16.8,1,4,0,0,13,1,2,1,1,7
"2568",8549,26,16.8,1,3,0,0,10,1,2,1,1,7
"2569",5915,26,16.9,1,3,0,0,13,1,0,1,1,8
"2570",6535,26,16.9,1,3,0,0,12,1,2,1,1,9
"2571",8392,26,16.9,1,4,0,1,9,1,6,1,1,3
"2572",3,26,17,1,5,0,0,15,0,1,1,1,9
"2573",6095,26,17,1,5,0,0,12,1,0,1,1,7
"2574",7045,26,17.1,1,5,0,0,13,1,1,1,1,9
"2575",85,26,17.1,1,5,0,0,13,0,1,1,1,7
"2576",4049,26,17.1,1,5,0,0,15,0,0,1,1,7
"2577",4001,26,17.1,1,3,0,0,12,0,0,1,1,5
"2578",597,26,17.1,1,5,0,0,12,0,0,1,1,5
"2579",5381,26,17.1,1,3,0,0,15,0,1,1,1,10
"2580",6241,26,17.2,1,1,0,0,15,1,1,1,1,10
"2581",9447,26,17.2,1,4,0,0,12,1,1,1,1,9
"2582",9929,26,17.2,1,1,0,0,15,1,2,1,1,5
"2583",5055,26,17.2,1,2,0,1,13,0,4,1,1,4
"2584",3669,26,17.2,1,4,0,0,11,0,2,1,1,6
"2585",4327,26,17.2,1,3,0,0,9,0,1,1,1,9
"2586",9675,26,17.2,1,3,0,0,13,1,1,1,1,6
"2587",1243,26,17.2,1,2,0,0,12,0,1,1,1,6
"2588",1799,26,17.3,1,1,0,0,14,0,2,1,1,10
"2589",8699,26,17.3,1,3,0,0,10,1,2,1,1,7
"2590",4693,26,17.3,1,4,0,0,13,0,2,1,1,9
"2591",4439,26,17.4,1,3,0,0,13,0,1,1,1,8
"2592",10777,26,17.4,1,3,0,0,13,1,0,1,1,8
"2593",10775,26,17.4,1,2,0,0,11,1,2,1,1,8
"2594",6871,26,17.4,1,1,0,0,9,1,0,1,1,10
"2595",10471,26,17.4,1,1,0,0,14,1,1,1,1,6
"2596",4887,26,17.4,1,5,0,0,9,0,0,1,1,5
"2597",2439,26,17.4,1,1,0,0,15,0,2,1,1,6
"2598",9805,26,17.5,1,3,0,0,14,1,0,1,1,6
"2599",1353,26,17.5,1,4,0,0,12,0,2,1,1,7
"2600",421,26,17.5,1,1,0,0,12,0,0,1,1,8
"2601",7117,26,17.5,1,5,0,0,11,1,2,1,1,5
"2602",131,26,17.6,1,2,0,0,15,0,0,1,1,8
"2603",4019,26,17.6,1,4,0,0,15,0,0,1,1,7
"2604",5089,26,17.6,1,4,0,0,9,0,0,1,1,6
"2605",10451,26,17.6,1,3,0,0,15,1,2,1,1,6
"2606",3685,26,17.7,1,2,0,0,10,0,1,1,1,7
"2607",1313,26,17.7,1,5,0,0,15,0,1,1,1,6
"2608",8707,26,17.7,1,4,0,0,12,1,0,1,1,10
"2609",10129,26,17.7,1,3,0,0,12,1,1,1,1,6
"2610",10505,26,17.7,1,5,0,0,10,1,1,1,1,5
"2611",7889,26,17.7,1,5,0,0,15,1,0,1,1,7
"2612",1517,26,17.8,1,1,0,0,12,0,2,1,1,9
"2613",5243,26,17.9,1,4,0,0,11,0,0,1,1,10
"2614",5357,26,17.9,1,2,0,0,9,0,0,1,1,9
"2615",9963,26,17.9,1,4,0,0,10,1,0,1,1,5
"2616",3643,26,17.9,1,2,0,0,12,0,0,1,1,7
"2617",481,26,17.9,1,2,0,0,15,0,0,1,1,5
"2618",2153,26,17.9,1,2,0,0,15,0,1,1,1,5
"2619",7471,26,17.9,1,1,0,0,11,1,0,1,1,7
"2620",9041,26,17.9,1,2,0,0,10,1,0,1,1,8
"2621",6696,26,17.9,1,2,0,1,11,1,8,1,1,9
"2622",8809,26,17.9,1,1,0,0,9,1,1,1,1,5
"2623",3885,26,18,1,3,0,0,12,0,2,1,1,5
"2624",8787,26,18,1,2,0,1,12,1,1,1,1,2
"2625",6393,26,18,1,1,0,0,13,1,1,1,1,6
"2626",2985,26,18,1,4,0,0,12,0,1,1,1,9
"2627",4363,26,18,1,2,0,0,10,0,2,1,1,8
"2628",7161,26,18,1,3,0,0,9,1,0,1,1,7
"2629",4571,26,18,1,5,0,0,10,0,2,1,1,7
"2630",4929,26,18.1,1,4,0,0,11,0,1,1,1,8
"2631",3871,26,18.1,1,5,0,0,12,0,1,1,1,5
"2632",853,26,18.1,1,1,0,0,12,0,0,1,1,10
"2633",3337,26,18.1,1,3,0,0,10,0,2,1,1,6
"2634",5999,26,18.2,1,2,0,0,12,1,2,1,1,10
"2635",8023,26,18.3,1,4,0,0,14,1,2,1,1,5
"2636",1889,26,18.3,1,4,0,0,11,0,2,1,1,6
"2637",3281,26,18.3,1,5,0,0,13,0,2,1,1,7
"2638",553,26,18.4,1,3,0,0,9,0,2,1,1,8
"2639",4282,26,18.4,1,3,0,1,14,0,4,1,1,5
"2640",2019,26,18.4,1,3,0,0,12,0,2,1,1,10
"2641",8441,26,18.4,1,2,0,0,12,1,0,1,1,6
"2642",4265,26,18.4,1,4,0,0,9,0,2,1,1,7
"2643",3197,26,18.5,1,1,0,0,12,0,0,1,1,10
"2644",10739,26,18.5,1,4,0,0,10,1,0,1,1,6
"2645",8083,26,18.5,1,5,0,1,14,1,1,1,1,2
"2646",1113,26,18.5,1,5,0,0,9,0,2,1,1,5
"2647",6615,26,18.5,1,5,0,0,10,1,2,1,1,7
"2648",1833,26,18.5,1,3,0,0,15,0,0,1,1,10
"2649",7341,26,18.6,1,5,0,0,15,1,1,1,1,9
"2650",4617,26,18.6,1,2,0,0,12,0,2,1,1,8
"2651",9139,26,18.6,1,2,0,0,11,1,1,1,1,8
"2652",3009,26,18.6,1,1,0,0,10,0,0,1,1,5
"2653",2313,26,18.6,1,2,0,0,14,0,1,1,1,8
"2654",7935,26,18.7,1,3,0,0,10,1,2,1,1,5
"2655",6204,26,18.7,1,2,0,1,9,1,6,1,1,8
"2656",8193,26,18.7,1,1,0,1,14,1,2,1,1,1
"2657",10473,26,18.7,1,5,0,0,13,1,1,1,1,6
"2658",3717,26,18.7,1,1,0,0,13,0,1,1,1,10
"2659",5879,26,18.7,1,3,0,0,12,1,2,1,1,6
"2660",1391,26,18.8,1,1,0,0,12,0,2,1,1,9
"2661",9687,26,18.8,1,4,0,0,10,1,1,1,1,7
"2662",8810,26,18.8,1,4,0,1,12,1,8,1,1,2
"2663",4521,26,18.9,1,1,0,0,12,0,2,1,1,7
"2664",9979,26,18.9,1,5,0,0,12,1,1,1,1,5
"2665",7745,26,18.9,1,4,0,0,12,1,2,1,1,6
"2666",217,26,18.9,1,3,0,0,13,0,1,1,1,10
"2667",10037,26,18.9,1,5,0,0,12,1,2,1,1,10
"2668",4863,26,18.9,1,2,0,0,15,0,2,1,1,5
"2669",9882,26,19,1,2,0,1,10,1,3,1,1,3
"2670",5697,26,19,1,2,0,0,14,1,2,1,1,7
"2671",9531,26,19,1,1,0,0,14,1,2,1,1,5
"2672",9785,26,19,1,3,0,0,12,1,1,1,1,5
"2673",1667,26,19,1,3,0,0,12,0,0,1,1,5
"2674",1867,26,19,1,3,0,0,13,0,1,1,1,8
"2675",9165,26,19,1,5,0,0,9,1,1,1,1,9
"2676",201,26,19,1,2,0,0,10,0,0,1,1,6
"2677",4807,26,19,1,5,0,0,14,0,2,1,1,10
"2678",2693,26,19.1,1,4,0,0,12,0,0,1,1,9
"2679",7201,26,19.1,1,3,0,0,12,1,2,1,1,9
"2680",4333,26,19.1,1,2,0,0,14,0,0,1,1,9
"2681",5493,26,19.1,1,2,0,0,9,1,0,1,1,9
"2682",4677,26,19.1,1,3,0,0,9,0,2,1,1,10
"2683",8124,26,19.1,1,2,0,1,11,1,1,1,1,2
"2684",9799,26,19.1,1,2,0,0,15,1,2,1,1,7
"2685",5627,26,19.1,1,4,0,0,10,1,2,1,1,9
"2686",4025,26,19.2,1,3,0,0,12,0,2,1,1,8
"2687",6959,26,19.3,1,1,0,0,10,1,1,1,1,9
"2688",7953,26,19.3,1,3,0,0,9,1,1,1,1,6
"2689",4509,26,19.3,1,3,0,0,14,0,0,1,1,8
"2690",1553,26,19.3,1,3,0,0,10,0,0,1,1,5
"2691",7185,26,19.5,1,4,0,0,12,1,0,1,1,5
"2692",1959,26,19.5,1,2,0,0,12,0,0,1,1,10
"2693",4209,26,19.5,1,3,0,0,12,0,0,1,1,9
"2694",10019,26,19.6,1,4,0,0,14,1,1,1,1,8
"2695",1977,26,19.6,1,3,0,0,13,0,1,1,1,7
"2696",4417,26,19.6,1,2,0,0,15,0,0,1,1,6
"2697",7475,26,19.6,1,3,0,0,15,1,2,1,1,10
"2698",7517,26,19.6,1,1,0,0,11,1,2,1,1,6
"2699",9923,26,19.7,1,5,0,0,15,1,1,1,1,9
"2700",2559,26,19.7,1,1,0,0,15,0,2,1,1,6
"2701",7847,26,19.7,1,3,0,0,13,1,1,1,1,7
"2702",8029,26,19.7,1,5,0,0,10,1,2,1,1,6
"2703",5785,26,19.7,1,5,0,0,14,1,0,1,1,9
"2704",2363,26,19.8,1,2,0,0,11,0,2,1,1,5
"2705",3427,26,19.8,1,4,0,0,15,0,1,1,1,6
"2706",1769,26,19.8,1,4,0,0,15,0,2,1,1,5
"2707",5705,26,19.8,1,1,0,0,12,1,2,1,1,5
"2708",6335,26,19.8,1,1,0,0,12,1,2,1,1,9
"2709",3679,26,19.8,1,5,0,0,12,0,0,1,1,9
"2710",5369,26,19.9,1,4,0,0,10,0,0,1,1,8
"2711",7557,26,19.9,1,3,0,0,12,1,0,1,1,5
"2712",5941,26,20,1,4,0,0,11,1,0,1,1,7
"2713",8971,26,20,1,1,0,0,12,1,1,1,1,5
"2714",8621,26,20,1,4,0,0,12,1,2,1,1,6
"2715",2801,26,20,1,4,0,0,14,0,0,1,1,5
"2716",9387,26,20,1,4,0,0,10,1,0,1,1,5
"2717",9957,26,20,1,3,0,0,11,1,1,1,1,7
"2718",8911,26,20,1,3,0,0,12,1,2,1,1,6
"2719",4778,26,20.1,1,3,0,1,14,0,5,1,1,1
"2720",3823,26,20.1,1,2,0,0,11,0,0,1,1,7
"2721",5783,26,20.1,1,5,0,0,15,1,0,1,1,8
"2722",863,26,20.1,1,1,0,0,11,0,1,1,1,9
"2723",1863,26,20.2,1,3,0,0,10,0,2,1,1,5
"2724",10577,26,20.2,1,3,0,0,14,1,0,1,1,9
"2725",10580,26,20.2,1,4,0,1,12,1,7,1,1,9
"2726",3055,26,20.2,1,2,0,0,13,0,1,1,1,9
"2727",7047,26,20.3,1,5,0,0,11,1,1,1,1,6
"2728",4113,26,20.3,1,3,0,0,14,0,1,1,1,7
"2729",10761,26,20.3,1,3,0,0,14,1,2,1,1,5
"2730",8987,26,20.4,1,5,0,0,14,1,0,1,1,8
"2731",2441,26,20.4,1,3,0,0,13,0,1,1,1,9
"2732",10049,26,20.4,1,5,0,0,9,1,1,1,1,5
"2733",4645,26,20.4,1,3,0,0,15,0,0,1,1,9
"2734",2817,26,20.4,1,4,0,0,12,0,0,1,1,5
"2735",43,26,20.4,1,2,0,0,10,0,1,1,1,7
"2736",7041,26,20.5,1,2,0,0,14,1,2,1,1,9
"2737",6685,26,20.5,1,4,0,0,10,1,1,1,1,5
"2738",5515,26,20.5,1,5,0,0,13,1,0,1,1,9
"2739",8483,26,20.6,1,1,0,0,11,1,2,1,1,9
"2740",1237,26,20.6,1,5,0,0,13,0,1,1,1,7
"2741",8921,26,20.7,1,3,0,0,12,1,0,1,1,8
"2742",8337,26,20.7,1,5,0,0,14,1,2,1,1,10
"2743",5187,26,20.7,1,3,0,0,12,0,2,1,1,10
"2744",6107,26,20.7,1,1,0,0,11,1,0,1,1,7
"2745",4437,26,20.9,1,3,0,0,13,0,0,1,1,10
"2746",7245,26,20.9,1,5,0,0,9,1,2,1,1,10
"2747",7374,26,20.9,1,2,0,1,9,1,6,1,1,5
"2748",3649,26,21,1,4,0,0,15,0,0,1,1,9
"2749",1441,26,21,1,4,0,0,13,0,2,1,1,9
"2750",3207,26,21,1,4,0,0,13,0,2,1,1,8
"2751",10059,26,21,1,1,0,0,12,1,1,1,1,5
"2752",87,26,21.1,1,2,0,0,11,0,1,1,1,7
"2753",11,26,21.1,1,3,0,0,14,0,1,1,1,10
"2754",7371,26,21.1,1,2,0,0,9,1,2,1,1,7
"2755",5747,26,21.1,1,3,0,0,10,1,0,1,1,9
"2756",8805,26,21.1,1,3,0,0,13,1,2,1,1,7
"2757",6163,26,21.2,1,4,0,0,13,1,0,1,1,9
"2758",747,26,21.2,1,1,0,0,9,0,0,1,1,6
"2759",6885,26,21.2,1,5,0,0,11,1,1,1,1,8
"2760",1117,26,21.3,1,2,0,0,10,0,0,1,1,9
"2761",7421,26,21.3,1,1,0,0,14,1,2,1,1,7
"2762",365,26,21.3,1,1,0,0,15,0,2,1,1,8
"2763",1007,26,21.4,1,4,0,0,12,0,2,1,1,7
"2764",3373,26,21.4,1,5,0,0,15,0,2,1,1,8
"2765",4697,26,21.4,1,3,0,0,14,0,1,1,1,6
"2766",1957,26,21.4,1,2,0,0,15,0,2,1,1,10
"2767",6925,26,21.4,1,2,0,0,10,1,1,1,1,7
"2768",3357,26,21.5,1,2,0,0,13,0,2,1,1,6
"2769",10137,26,21.5,1,2,0,0,11,1,0,1,1,7
"2770",6031,26,21.5,1,4,0,0,13,1,2,1,1,7
"2771",5385,26,21.5,1,2,0,0,11,0,2,1,1,6
"2772",10023,26,21.6,1,5,0,0,12,1,2,1,1,7
"2773",10510,26,21.6,1,5,0,1,12,1,7,1,1,9
"2774",5229,26,21.7,1,5,0,0,15,0,1,1,1,5
"2775",5927,26,21.7,1,2,0,0,12,1,0,1,1,10
"2776",9049,26,21.7,1,1,0,0,9,1,0,1,1,7
"2777",8755,26,21.7,1,3,0,0,13,1,1,1,1,5
"2778",841,26,21.7,1,3,0,0,13,0,2,1,1,10
"2779",3927,26,21.7,1,3,0,0,14,0,0,1,1,7
"2780",7709,26,21.7,1,3,0,0,9,1,1,1,1,10
"2781",4455,26,21.8,1,5,0,0,12,0,1,1,1,6
"2782",8199,26,21.8,1,1,0,0,14,1,0,1,1,7
"2783",10343,26,21.9,1,4,0,0,12,1,2,1,1,8
"2784",2457,26,21.9,1,4,0,0,12,0,1,1,1,8
"2785",1205,26,21.9,1,1,0,0,9,0,1,1,1,5
"2786",4783,26,21.9,1,3,0,0,13,0,0,1,1,8
"2787",9801,26,22,1,5,0,0,12,1,0,1,1,7
"2788",1693,26,22,1,3,0,0,10,0,0,1,1,8
"2789",8177,26,22,1,5,0,0,12,1,2,1,1,8
"2790",7308,26,22,1,3,0,1,10,1,1,1,1,1
"2791",9439,26,22,1,2,0,0,9,1,2,1,1,7
"2792",6573,26,22.1,1,1,0,0,14,1,1,1,1,6
"2793",3119,26,22.1,1,2,0,0,14,0,1,1,1,6
"2794",1069,26,22.1,1,1,0,0,15,0,0,1,1,7
"2795",3053,26,22.2,1,5,0,0,11,0,2,1,1,8
"2796",3169,26,22.2,1,5,0,0,12,0,0,1,1,7
"2797",4609,26,22.2,1,5,0,0,14,0,0,1,1,8
"2798",925,26,22.3,1,5,0,0,15,0,1,1,1,9
"2799",8145,26,22.3,1,1,0,0,14,1,0,1,1,5
"2800",6465,26,22.3,1,4,0,0,10,1,0,1,1,9
"2801",8989,26,22.3,1,3,0,0,12,1,2,1,1,8
"2802",10439,26,22.3,1,4,0,0,9,1,0,1,1,8
"2803",5255,26,22.3,1,1,0,0,15,0,0,1,1,5
"2804",6449,26,22.4,1,4,0,0,15,1,0,1,1,5
"2805",5835,26,22.5,1,3,0,0,10,1,0,1,1,10
"2806",3387,26,22.5,1,3,0,0,12,0,2,1,1,6
"2807",5635,26,22.5,1,3,0,0,10,1,2,1,1,8
"2808",3507,26,22.5,1,1,0,0,13,0,0,1,1,6
"2809",6961,26,22.5,1,3,0,0,15,1,0,1,1,8
"2810",8293,26,22.5,1,1,0,0,13,1,0,1,1,7
"2811",923,26,22.5,1,3,0,0,14,0,1,1,1,7
"2812",7403,26,22.6,1,1,0,0,12,1,1,1,1,9
"2813",9943,26,22.6,1,1,0,0,9,1,2,1,1,7
"2814",567,26,22.7,1,2,0,0,12,0,0,1,1,9
"2815",8753,26,22.7,1,3,0,0,11,1,2,1,1,9
"2816",4541,26,22.7,1,1,0,0,12,0,0,1,1,8
"2817",1995,26,22.7,1,3,0,0,12,0,0,1,1,9
"2818",3983,26,22.8,1,2,0,0,9,0,0,1,1,8
"2819",7057,26,22.8,1,2,0,0,9,1,0,1,1,8
"2820",3577,26,22.8,1,2,0,0,13,0,1,1,1,6
"2821",2554,26,22.8,1,3,0,1,15,0,3,1,1,2
"2822",8259,26,22.8,1,2,0,0,12,1,0,1,1,10
"2823",8247,26,22.8,1,5,0,0,15,1,1,1,1,10
"2824",3645,26,22.8,1,3,0,0,11,0,2,1,1,7
"2825",7207,26,22.9,1,4,0,0,13,1,0,1,1,9
"2826",8239,26,22.9,1,3,0,0,10,1,1,1,1,8
"2827",8437,26,22.9,1,1,0,0,14,1,2,1,1,10
"2828",6777,26,22.9,1,1,0,0,14,1,2,1,1,10
"2829",1171,26,22.9,1,1,0,0,12,0,1,1,1,10
"2830",9899,26,23,1,2,0,0,14,1,2,1,1,9
"2831",7431,26,23,1,2,0,0,13,1,2,1,1,5
"2832",4653,26,23,1,3,0,0,11,0,1,1,1,9
"2833",8663,26,23,1,5,0,0,13,1,0,1,1,8
"2834",10135,26,23.1,1,4,0,0,12,1,0,1,1,6
"2835",7,26,23.1,1,3,0,0,15,0,1,1,1,10
"2836",7739,26,23.1,1,4,0,0,11,1,2,1,1,6
"2837",2037,26,23.1,1,3,0,0,13,0,1,1,1,10
"2838",9908,26,23.1,1,3,0,1,9,1,5,1,1,8
"2839",805,26,23.2,1,5,0,0,11,0,0,1,1,6
"2840",8215,26,23.2,1,5,0,0,12,1,2,1,1,10
"2841",8597,26,23.3,1,4,0,0,12,1,0,1,1,7
"2842",6835,26,23.3,1,2,0,0,12,1,1,1,1,7
"2843",7275,26,23.3,1,5,0,0,12,1,1,1,1,5
"2844",1275,26,23.4,1,3,0,0,10,0,1,1,1,6
"2845",4925,26,23.4,1,3,0,0,15,0,2,1,1,5
"2846",3489,26,23.4,1,3,0,0,12,0,0,1,1,5
"2847",2301,26,23.5,1,4,0,0,14,0,0,1,1,10
"2848",10251,26,23.5,1,5,0,0,12,1,2,1,1,10
"2849",5437,26,23.5,1,2,0,0,12,1,0,1,1,7
"2850",6079,26,23.5,1,3,0,0,13,1,1,1,1,7
"2851",10171,26,23.6,1,1,0,0,9,1,1,1,1,10
"2852",7875,26,23.6,1,5,0,0,12,1,0,1,1,7
"2853",5857,26,23.6,1,3,0,0,12,1,2,1,1,6
"2854",2207,26,23.6,1,1,0,0,15,0,0,1,1,9
"2855",1808,26,23.7,1,1,0,1,10,0,4,1,1,0
"2856",10291,26,23.7,1,2,0,0,9,1,1,1,1,7
"2857",3051,26,23.7,1,3,0,0,10,0,2,1,1,10
"2858",2273,26,23.8,1,3,0,0,15,0,1,1,1,6
"2859",983,26,23.8,1,3,0,0,10,0,0,1,1,6
"2860",4237,26,23.8,1,3,0,0,13,0,1,1,1,6
"2861",7565,26,23.8,1,4,0,0,13,1,2,1,1,9
"2862",5125,26,23.8,1,4,0,0,15,0,0,1,1,5
"2863",3688,26,23.8,1,1,0,1,10,0,1,1,1,5
"2864",369,26,23.8,1,3,0,0,13,0,2,1,1,8
"2865",2227,26,23.9,1,4,0,0,9,0,0,1,1,8
"2866",1165,26,24,1,5,0,0,13,0,2,1,1,9
"2867",3941,26,24,1,3,0,1,13,0,6,1,1,1
"2868",106,26,24,1,3,0,1,13,0,1,1,1,8
"2869",859,26,24.1,1,3,0,0,14,0,1,1,1,10
"2870",9161,26,24.1,1,4,0,0,11,1,1,1,1,5
"2871",6751,26,24.1,1,4,0,0,14,1,0,1,1,6
"2872",6381,26,24.1,1,4,0,0,11,1,0,1,1,10
"2873",1147,26,24.2,1,3,0,0,15,0,0,1,1,9
"2874",10303,26,24.2,1,2,0,0,13,1,2,1,1,10
"2875",8385,26,24.2,1,4,0,0,13,1,0,1,1,7
"2876",9915,26,24.3,1,2,0,0,12,1,1,1,1,10
"2877",9147,26,24.3,1,3,0,0,13,1,2,1,1,9
"2878",2393,26,24.3,1,1,0,0,12,0,1,1,1,5
"2879",6373,26,24.3,1,2,0,0,10,1,2,1,1,8
"2880",2647,26,24.3,1,1,0,0,12,0,0,1,1,5
"2881",10831,26,24.4,1,1,0,0,12,1,1,1,1,5
"2882",1193,26,24.4,1,2,0,0,9,0,0,1,1,6
"2883",5175,26,24.4,1,3,0,0,13,0,1,1,1,5
"2884",7073,26,24.4,1,2,0,0,15,1,2,1,1,7
"2885",2705,26,24.5,1,2,0,0,12,0,1,1,1,10
"2886",3471,26,24.6,1,4,0,0,10,0,0,1,1,8
"2887",8209,26,24.6,1,5,0,0,10,1,2,1,1,10
"2888",7035,26,24.6,1,4,0,0,11,1,2,1,1,7
"2889",4849,26,24.6,1,2,0,0,9,0,1,1,1,7
"2890",1445,26,24.6,1,1,0,0,15,0,0,1,1,9
"2891",8231,26,24.7,1,3,0,0,14,1,1,1,1,6
"2892",9449,26,24.7,1,4,0,0,15,1,2,1,1,8
"2893",7645,26,24.7,1,5,0,0,9,1,1,1,1,5
"2894",2243,26,24.8,1,4,0,0,14,0,1,1,1,8
"2895",5448,26,24.8,1,1,0,1,12,1,6,1,1,8
"2896",145,26,24.8,1,5,0,1,12,0,3,1,1,4
"2897",6953,26,24.8,1,4,0,0,10,1,1,1,1,6
"2898",1611,26,24.9,1,4,0,0,10,0,1,1,1,8
"2899",6845,26,24.9,1,5,0,0,9,1,0,1,1,8
"2900",4469,26,24.9,1,4,0,0,10,0,2,1,1,7
"2901",6055,26,24.9,1,3,0,0,12,1,1,1,1,10
"2902",2173,26,24.9,1,5,0,0,15,0,0,1,1,9
"2903",8981,26,24.9,1,3,0,0,11,1,2,1,1,9
"2904",6927,26,24.9,1,2,0,1,10,1,7,1,1,3
"2905",10293,26,25,1,2,0,0,13,1,2,1,1,8
"2906",2768,26,25,1,4,0,1,13,0,4,1,1,2
"2907",7943,26,25,1,2,0,0,12,1,2,1,1,7
"2908",2871,26,25,1,1,0,0,15,0,0,1,1,6
"2909",5721,26,25,1,1,0,0,13,1,1,1,1,7
"2910",8203,26,25,1,5,0,0,11,1,0,1,1,5
