Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness
586,5,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,7,1,1,9,1
587,6,Detractor,N,4,2,Married,Tier2,Cash,2,M,call,10,8,4,8,3
588,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,6,3,1,9,1
589,6,Detractor,N,4,8,Married,Tier1,Card,1,M,call,8,10,3,9,1
590,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,9,5,9,3,7
591,9,Promoter,Y,4,2,Married,Tier1,Cash,10,M,m-comm,9,10,3,6,10
592,2,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,1,F,call,5,7,2,9,1
593,2,Detractor,N,4,9,Married,Tier2,Card,4,M,call,2,5,8,7,5
594,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,6,F,call,6,1,5,10,9
595,6,Detractor,N,4,5,Married,Tier1,Cash,7,M,call,8,2,6,2,1
596,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,1,F,call,8,1,9,3,2
597,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,7,9,4,9,3
598,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,7,9,6,2,4
599,6,Detractor,N,4,9,Married,Tier2,Cash,3,M,call,6,6,9,10,1
600,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,3,10,6,4,8
601,6,Detractor,N,4,5,Married,Tier1,Card,5,M,call,2,9,4,10,5
602,1,Detractor,N,4,5,Not Married,Tier2,e-Wallet,1,F,call,6,10,8,1,1
603,7,Passives,N,4,1,Married,Tier3,Cash,7,M,call,5,10,9,2,8
604,7,Passives,N,4,3,Not Married,Tier1,Ziggy Credit,2,F,e-comm,5,5,10,4,4
605,2,Detractor,N,4,3,Married,Tier2,Card,5,M,call,6,3,8,9,5
606,8,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,5,6,2,5,1
607,5,Detractor,N,4,8,Married,Tier1,Cash,4,M,call,7,1,3,6,2
608,2,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,4,F,call,3,6,1,6,1
609,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,8,7,4,9,9
610,0,Detractor,N,4,8,Not Married,Tier1,e-Wallet,2,F,call,7,1,10,4,6
611,8,Passives,Y,4,1,Married,Tier2,Cash,5,M,m-comm,5,7,6,2,2
612,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,6,7,1,9,2
613,4,Detractor,N,4,5,Married,Tier1,Card,5,M,call,10,10,6,1,3
614,8,Passives,N,4,3,Not Married,Tier2,e-Wallet,3,F,m-comm,10,4,9,6,5
615,7,Passives,N,4,6,Married,Tier3,Cash,1,M,call,4,3,1,5,4
616,6,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,6,F,call,3,4,9,3,6
617,4,Detractor,N,4,9,Married,Tier2,Card,6,M,call,10,6,3,8,6
618,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,6,F,call,7,5,1,9,6
619,2,Detractor,N,4,2,Married,Tier1,Cash,7,M,call,9,6,6,4,2
620,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,2,F,call,5,9,8,3,1
621,7,Passives,Y,4,7,Married,Tier3,Card,1,M,call,5,8,7,10,3
622,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,4,F,call,6,6,3,2,5
623,4,Detractor,N,4,3,Married,Tier2,Cash,3,M,call,10,9,9,2,2
624,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,4,F,call,7,5,4,7,1
625,10,Promoter,Y,4,3,Married,Tier1,Card,9,M,m-comm,3,9,3,1,7
626,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,6,7,9,3,9
627,7,Passives,Y,4,4,Married,Tier3,Cash,6,M,call,4,6,4,6,10
628,6,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,8,3,10,5,2
629,4,Detractor,N,4,7,Married,Tier2,Card,7,M,call,2,7,1,5,6
630,10,Promoter,N,4,6,Married,Tier1,e-Wallet,6,F,m-comm,1,10,3,10,10
631,2,Detractor,N,4,4,Married,Tier1,Cash,5,M,call,7,3,3,8,2
632,2,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,5,F,call,8,4,1,8,4
633,7,Passives,N,4,9,Married,Tier3,Card,3,M,call,8,2,6,8,3
634,8,Passives,N,4,5,Not Married,Tier1,e-Wallet,4,F,e-comm,6,2,4,3,6
635,3,Detractor,N,4,6,Married,Tier2,Cash,5,M,call,5,1,7,4,2
636,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,4,F,call,5,9,4,8,5
637,6,Detractor,N,4,1,Married,Tier1,Card,1,M,call,8,7,1,2,6
638,3,Detractor,N,4,4,Not Married,Tier2,e-Wallet,3,F,call,4,5,2,7,5
639,9,Promoter,Y,4,5,Married,Tier3,Cash,1,M,call,8,5,6,2,6
640,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,4,F,e-comm,10,5,9,1,10
641,3,Detractor,N,4,6,Married,Tier2,Card,6,M,call,5,4,8,6,1
642,8,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,7,10,2,4,6
643,8,Passives,Y,4,3,Married,Tier1,Cash,6,M,e-comm,10,2,7,1,3
644,4,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,call,6,10,6,4,2
645,7,Passives,N,4,8,Married,Tier3,Card,4,M,call,6,2,2,6,4
646,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,2,F,call,4,3,8,10,6
647,1,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,6,7,9,7,1
648,8,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,4,F,call,8,6,6,3,8
649,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,9,3,6,1,3
650,2,Detractor,N,4,4,Not Married,Tier2,e-Wallet,1,F,call,10,9,9,1,1
651,9,Promoter,N,4,5,Married,Tier3,Cash,3,M,call,6,2,3,2,8
652,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,1,2,1,7,3
653,0,Detractor,N,4,10,Married,Tier2,Card,5,M,call,10,9,8,7,6
654,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,7,9,3,8,3
655,6,Detractor,N,4,6,Married,Tier1,Cash,5,M,call,1,2,6,10,3
656,1,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,call,8,7,10,7,6
657,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,7,3,3,6,7
658,7,Passives,N,4,9,Not Married,Tier1,e-Wallet,2,F,e-comm,9,2,5,2,2
659,10,Promoter,Y,4,2,Married,Tier1,Cash,7,M,m-comm,5,5,9,9,7
660,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,8,1,4,7,10
661,0,Detractor,N,4,7,Married,Tier1,Card,5,M,call,8,5,1,1,5
662,4,Detractor,N,4,3,Not Married,Tier2,e-Wallet,1,F,call,2,9,3,2,4
663,9,Promoter,N,4,3,Married,Tier3,Cash,1,M,call,8,5,8,6,6
664,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,5,8,2,6,7
665,7,Passives,Y,4,5,Married,Tier2,Card,2,M,m-comm,6,3,7,3,7
666,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,6,F,call,8,4,3,1,7
667,6,Detractor,N,4,10,Married,Tier1,Cash,1,M,call,5,5,10,7,2
668,6,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,1,F,call,2,8,10,3,4
669,7,Passives,N,4,4,Married,Tier3,Card,7,M,call,7,2,1,1,10
670,6,Detractor,N,4,5,Not Married,Tier1,e-Wallet,1,F,call,8,2,3,10,2
671,5,Detractor,N,4,10,Married,Tier2,Cash,3,M,call,10,6,2,4,6
672,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,6,F,call,7,9,8,8,5
673,7,Passives,Y,4,10,Married,Tier1,Card,3,M,e-comm,7,10,5,9,6
674,7,Passives,N,4,5,Not Married,Tier2,e-Wallet,6,F,m-comm,3,1,4,8,7
675,9,Promoter,N,4,9,Married,Tier3,Cash,4,M,call,7,1,4,8,4
676,3,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,1,F,call,7,3,2,7,3
677,10,Promoter,Y,4,1,Married,Tier1,Card,7,M,m-comm,1,1,5,7,8
678,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,5,6,3,9,3
679,8,Passives,Y,4,1,Married,Tier1,Cash,3,M,e-comm,3,8,2,2,2
680,6,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,6,F,call,7,6,1,7,6
681,7,Passives,N,4,9,Married,Tier3,Card,4,M,call,8,2,6,5,1
682,9,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,1,8,3,1,8
683,10,Promoter,Y,4,7,Married,Tier1,Cash,5,M,m-comm,9,10,1,5,10
684,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,4,F,call,5,7,6,2,7
685,9,Promoter,Y,4,10,Married,Tier1,Card,6,M,m-comm,4,5,6,9,10
686,10,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,2,6,6,5,9
687,9,Promoter,N,4,10,Married,Tier3,Cash,1,M,call,7,3,8,8,2
688,0,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,6,F,call,4,3,2,9,2
689,10,Promoter,Y,4,8,Married,Tier1,Card,8,M,m-comm,10,4,5,3,10
690,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,5,8,7,3,6
691,2,Detractor,N,4,8,Married,Tier1,Cash,7,M,call,4,6,5,7,4
692,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,m-comm,4,1,5,1,10
693,7,Passives,N,4,4,Married,Tier3,Card,7,M,call,4,10,5,3,6
694,0,Detractor,N,4,1,Not Married,Tier1,e-Wallet,7,F,call,6,7,7,10,1
695,5,Detractor,N,4,3,Married,Tier2,Cash,4,M,call,4,6,4,4,2
696,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,5,F,call,7,9,5,9,2
697,10,Promoter,Y,4,4,Married,Tier1,Card,6,M,m-comm,5,7,7,2,9
698,3,Detractor,N,4,6,Not Married,Tier2,e-Wallet,4,F,call,2,9,4,1,4
699,9,Promoter,N,4,8,Married,Tier3,Cash,7,M,call,8,9,1,7,2
700,0,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,3,F,call,5,9,4,4,6
701,4,Detractor,N,4,2,Married,Tier2,Card,3,M,call,2,8,6,5,4
702,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,5,9,2,3,1
703,5,Detractor,N,4,7,Married,Tier1,Cash,5,M,call,10,10,8,9,1
704,3,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,7,F,call,3,10,4,7,2
705,8,Passives,Y,4,6,Married,Tier3,Card,1,M,call,6,3,4,4,5
706,0,Detractor,N,4,7,Not Married,Tier1,e-Wallet,7,F,call,5,5,4,7,2
707,2,Detractor,N,4,6,Married,Tier2,Cash,7,M,call,4,10,2,1,2
708,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,1,F,call,8,5,8,6,10
709,6,Detractor,N,4,6,Married,Tier1,Card,2,M,call,5,5,6,7,6
710,3,Detractor,N,4,1,Not Married,Tier2,e-Wallet,4,F,call,9,6,5,10,6
711,9,Promoter,N,4,6,Married,Tier3,Cash,5,M,call,4,6,4,7,5
712,1,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,7,F,call,4,9,6,9,4
713,0,Detractor,N,4,8,Married,Tier2,Card,5,M,call,10,1,9,1,4
714,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,5,F,call,6,4,1,6,6
715,1,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,7,10,7,9,1
716,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,9,3,8,1,10
717,7,Passives,Y,4,7,Married,Tier3,Card,4,M,call,5,4,7,8,7
718,9,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,3,3,5,10,9
719,3,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,9,1,7,8,4
720,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,2,F,call,8,5,8,5,5
721,7,Passives,Y,4,8,Married,Tier1,Card,2,M,e-comm,7,3,2,4,7
722,10,Promoter,N,4,7,Married,Tier1,e-Wallet,10,F,m-comm,6,6,3,8,10
723,9,Promoter,N,4,9,Married,Tier3,Cash,1,M,call,7,8,2,5,7
724,5,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,2,F,call,7,4,9,8,5
725,10,Promoter,Y,4,5,Married,Tier1,Card,8,M,m-comm,1,7,1,9,10
726,10,Promoter,N,4,6,Married,Tier1,e-Wallet,7,F,m-comm,3,9,9,10,9
727,4,Detractor,N,4,4,Married,Tier1,Cash,7,M,call,1,6,3,8,2
728,8,Passives,N,4,3,Not Married,Tier2,Ziggy Credit,7,F,m-comm,1,6,8,8,6
729,7,Passives,N,4,9,Married,Tier3,Card,2,M,call,8,3,2,3,2
730,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,7,F,call,8,9,2,5,2
731,3,Detractor,N,4,1,Married,Tier2,Cash,3,M,call,8,4,1,2,1
732,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,8,6,2,6,10
733,3,Detractor,N,4,2,Married,Tier1,Card,6,M,call,7,8,5,4,4
734,9,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,10,1,9,3,8
735,9,Promoter,N,4,7,Married,Tier3,Cash,4,M,call,5,7,8,4,8
736,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,4,9,9,9
737,8,Passives,Y,4,10,Married,Tier2,Card,4,M,m-comm,2,4,2,4,9
738,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,7,2,9,1,9
739,8,Passives,Y,4,4,Married,Tier1,Cash,1,M,e-comm,4,3,7,3,4
740,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,6,F,m-comm,1,5,2,7,7
741,7,Passives,N,4,6,Married,Tier3,Card,1,M,call,8,5,6,8,2
742,9,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,4,7,5,4,9
743,0,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,2,8,4,3,6
744,8,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,4,F,call,6,6,3,2,2
745,9,Promoter,Y,4,3,Married,Tier1,Card,10,M,m-comm,8,8,1,3,8
746,1,Detractor,N,4,5,Not Married,Tier2,e-Wallet,7,F,call,9,9,2,3,3
747,9,Promoter,N,4,4,Married,Tier3,Cash,4,M,call,8,9,5,8,6
748,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,4,9,1,1,8
749,1,Detractor,N,4,8,Married,Tier2,Card,7,M,call,4,10,4,3,5
750,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,5,F,call,8,10,8,8,9
751,7,Passives,Y,4,5,Married,Tier1,Cash,3,M,e-comm,10,5,7,3,9
752,6,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,7,F,call,3,5,7,4,1
753,7,Passives,N,4,5,Married,Tier3,Card,6,M,call,5,7,3,6,6
754,2,Detractor,N,4,4,Not Married,Tier1,e-Wallet,7,F,call,2,9,7,2,4
755,5,Detractor,N,4,4,Married,Tier2,Cash,2,M,call,3,6,4,7,6
756,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,4,F,call,8,8,9,10,10
757,6,Detractor,N,4,9,Married,Tier1,Card,4,M,call,5,6,6,6,6
758,8,Passives,N,4,2,Not Married,Tier2,e-Wallet,6,F,m-comm,10,9,3,9,8
759,9,Promoter,Y,4,5,Married,Tier3,Cash,1,M,call,8,4,10,8,3
760,3,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,2,F,call,10,9,8,2,2
761,6,Detractor,N,4,6,Married,Tier2,Card,1,M,call,2,1,4,7,4
762,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,4,F,call,7,8,5,4,6
763,10,Promoter,Y,4,8,Married,Tier2,Cash,9,M,m-comm,5,6,10,2,7
764,2,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,5,F,call,2,4,7,3,5
765,7,Passives,Y,4,10,Married,Tier3,Card,7,M,call,7,1,2,5,5
766,4,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,3,4,7,6,3
767,0,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,7,9,10,5,4
768,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,7,4,8,7,1
769,4,Detractor,N,4,1,Married,Tier1,Card,7,M,call,8,7,10,5,1
770,5,Detractor,N,4,2,Not Married,Tier2,e-Wallet,6,F,call,9,9,4,1,6
771,9,Promoter,N,4,9,Married,Tier3,Cash,5,M,call,6,3,6,2,8
772,1,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,5,1,4,10,3
773,9,Promoter,Y,4,1,Married,Tier1,Card,5,M,m-comm,5,8,9,8,7
774,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,6,F,call,5,7,8,10,5
775,6,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,1,8,5,8,2
776,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,7,F,m-comm,6,3,10,4,9
777,9,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,8,5,10,10,7
778,3,Detractor,N,4,7,Not Married,Tier1,e-Wallet,2,F,call,1,3,6,10,4
779,9,Promoter,Y,4,1,Married,Tier1,Cash,9,M,m-comm,8,8,10,6,7
780,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,8,1,8,9,7
781,5,Detractor,N,4,8,Married,Tier1,Card,4,M,call,1,8,7,3,3
782,0,Detractor,N,4,1,Not Married,Tier2,e-Wallet,2,F,call,2,4,1,10,3
783,9,Promoter,N,4,5,Married,Tier3,Cash,7,M,call,4,8,10,3,9
784,2,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,1,F,call,2,1,9,8,3
785,4,Detractor,N,4,8,Married,Tier2,Card,4,M,call,7,9,3,4,3
786,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,6,F,call,6,10,1,8,3
787,3,Detractor,N,4,9,Married,Tier1,Cash,2,M,call,3,2,5,7,3
788,0,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,call,3,8,5,2,5
789,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,6,8,4,9,5
790,6,Detractor,N,4,6,Not Married,Tier1,e-Wallet,2,F,call,1,6,10,1,5
791,7,Passives,Y,4,6,Married,Tier2,Cash,5,M,m-comm,10,9,9,2,5
792,9,Promoter,N,4,6,Married,Tier2,Ziggy Credit,7,F,m-comm,2,3,7,10,9
793,8,Passives,Y,4,1,Married,Tier1,Card,1,M,e-comm,8,5,8,1,3
794,1,Detractor,N,4,6,Not Married,Tier2,e-Wallet,1,F,call,2,3,10,3,5
795,9,Promoter,Y,4,2,Married,Tier3,Cash,6,M,call,8,4,8,6,3
796,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,7,F,m-comm,3,4,8,9,9
797,10,Promoter,Y,4,10,Married,Tier1,Card,5,M,m-comm,10,1,3,9,7
798,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,5,4,4,2,5
799,5,Detractor,N,4,3,Married,Tier1,Cash,1,M,call,9,7,3,1,1
800,6,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,1,F,call,1,10,1,1,5
801,7,Passives,N,4,10,Married,Tier3,Card,3,M,call,7,8,8,3,7
802,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,7,10,5,8,3
803,8,Passives,Y,4,2,Married,Tier2,Cash,1,M,m-comm,7,4,8,3,8
804,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,6,F,call,4,4,9,6,6
805,10,Promoter,Y,4,7,Married,Tier1,Card,6,M,m-comm,2,10,10,3,7
806,0,Detractor,N,4,5,Not Married,Tier2,e-Wallet,7,F,call,8,9,10,9,4
807,9,Promoter,N,4,4,Married,Tier3,Cash,3,M,call,4,2,2,8,8
808,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,7,F,call,5,8,2,7,6
809,1,Detractor,N,4,2,Married,Tier2,Card,6,M,call,8,2,3,7,6
810,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,4,4,4,10,7
811,8,Passives,Y,4,10,Married,Tier1,Cash,3,M,e-comm,10,1,8,7,10
812,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,8,3,8,8,8
813,10,Promoter,Y,4,10,Married,Tier1,Card,10,M,m-comm,5,6,10,2,9
814,7,Passives,N,4,4,Not Married,Tier1,e-Wallet,6,F,e-comm,7,3,6,4,2
815,2,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,6,5,2,4,6
816,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,4,10,8,3,5
817,5,Detractor,N,4,6,Married,Tier1,Card,4,M,call,9,8,10,3,1
818,1,Detractor,N,4,9,Not Married,Tier2,e-Wallet,4,F,call,9,4,9,9,5
819,9,Promoter,N,4,6,Married,Tier3,Cash,1,M,call,5,1,4,6,6
820,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,6,2,2,10,10
821,6,Detractor,N,4,6,Married,Tier2,Card,6,M,call,5,3,6,8,6
822,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,7,F,call,4,8,8,3,5
823,5,Detractor,N,4,2,Married,Tier1,Cash,5,M,call,5,1,3,5,2
824,4,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,3,F,call,10,9,2,10,5
825,7,Passives,N,4,10,Married,Tier3,Card,5,M,call,6,1,5,5,10
826,10,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,7,4,6,2,8
827,2,Detractor,N,4,6,Married,Tier2,Cash,2,M,call,8,9,6,10,6
828,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,7,1,4,7,10
829,7,Passives,Y,4,3,Married,Tier1,Card,7,M,e-comm,1,4,2,4,8
830,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,7,6,5,3,9
831,9,Promoter,N,4,6,Married,Tier3,Cash,3,M,call,4,3,1,8,3
832,3,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,call,1,6,2,4,2
833,1,Detractor,N,4,9,Married,Tier2,Card,7,M,call,7,7,1,5,6
834,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,4,F,call,4,6,10,8,1
835,1,Detractor,N,4,4,Married,Tier1,Cash,2,M,call,2,5,5,8,3
836,0,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,4,F,call,4,4,3,4,3
837,7,Passives,N,4,8,Married,Tier3,Card,6,M,call,6,2,9,7,10
838,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,10,9,9,9,3
839,7,Passives,Y,4,5,Married,Tier2,Cash,1,M,m-comm,2,3,4,2,4
840,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,8,9,3,8,1
841,7,Passives,Y,4,4,Married,Tier1,Card,2,M,e-comm,6,1,9,2,6
842,3,Detractor,N,4,10,Not Married,Tier2,e-Wallet,1,F,call,9,5,7,10,1
843,10,Promoter,Y,4,5,Married,Tier1,Cash,9,M,m-comm,7,8,9,3,8
844,4,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,1,F,call,1,6,3,7,6
845,9,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,2,1,9,8,9
846,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,4,F,call,8,6,3,1,10
847,4,Detractor,N,4,10,Married,Tier1,Cash,5,M,call,5,6,7,9,3
848,8,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,6,F,m-comm,6,4,9,4,6
849,7,Passives,N,4,2,Married,Tier3,Card,3,M,call,5,6,10,6,1
850,2,Detractor,N,4,7,Not Married,Tier1,e-Wallet,1,F,call,8,5,7,6,6
851,5,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,10,7,8,9,2
852,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,4,10,8,5,10
853,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,5,6,2,9,4
854,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,3,F,call,6,5,8,4,5
855,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,8,3,5,7,7
856,6,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,1,F,call,4,10,7,2,2
857,3,Detractor,N,4,9,Married,Tier2,Card,5,M,call,1,4,1,3,5
858,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,6,F,call,5,9,9,2,9
859,5,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,4,10,5,1,1
860,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,6,F,m-comm,7,7,5,8,8
861,7,Passives,N,4,1,Married,Tier3,Card,2,M,call,5,6,1,1,6
862,3,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,6,4,10,3,4
863,7,Passives,Y,4,5,Married,Tier2,Cash,1,M,m-comm,2,4,7,6,3
864,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,8,5,3,2,3
865,5,Detractor,N,4,10,Married,Tier1,Card,6,M,call,5,2,2,7,3
866,0,Detractor,N,4,10,Not Married,Tier2,e-Wallet,3,F,call,7,6,7,4,5
867,9,Promoter,Y,4,10,Married,Tier3,Cash,6,M,call,5,3,9,1,9
868,3,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,4,F,call,2,5,5,10,6
869,8,Passives,Y,4,1,Married,Tier2,Card,5,M,m-comm,2,5,8,3,6
870,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,8,1,1,1,6
871,1,Detractor,N,4,3,Married,Tier1,Cash,7,M,call,5,3,2,3,6
872,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,8,3,3,9,5
873,7,Passives,N,4,4,Married,Tier3,Card,4,M,call,5,5,9,10,6
874,7,Passives,N,4,2,Not Married,Tier1,e-Wallet,1,F,e-comm,1,10,3,9,2
875,0,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,5,5,2,1,1
876,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,10,F,m-comm,10,3,4,2,7
877,6,Detractor,N,4,10,Married,Tier1,Card,2,M,call,8,2,4,7,2
878,0,Detractor,N,4,8,Not Married,Tier2,e-Wallet,2,F,call,6,4,5,2,6
879,9,Promoter,N,4,4,Married,Tier3,Cash,1,M,call,5,9,10,5,8
880,7,Passives,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,e-comm,8,5,8,10,3
881,5,Detractor,N,4,1,Married,Tier2,Card,4,M,call,1,9,7,3,3
882,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,7,F,call,4,3,3,9,2
883,6,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,4,2,4,5,3
884,7,Passives,N,4,10,Not Married,Tier2,Ziggy Credit,3,F,m-comm,2,4,1,5,10
