Merchant_Id,Annual_Sales,Merchant_Location,Zone,No_of_helpers,Daily_OPEN_hours,Years_Open,Owner's_Age,Owner's_Education,Cashier_Sales_Person_Age,Merchant_Type,Shopping_Complex_Or_Standalone
2665,97.22,NJ City,N,3,11,4,69,High School,35,Patnership,Standalone
4502,27.12,NJ City,N,12,17,1,48,No education,28,Patnership,Complex
468,230.17,NJ City,W,10,11,8,38,High School,23,Franchise,Complex
6931,46.25,Boston,N,22,14,3,70,High School,28,Owner,Standalone
541,448.27,NJ City,N,23,9,12,52,High School,18,Patnership,Standalone
7275,46.62,Boston,N,2,19,2,82,Graduation,27,Owner,Standalone
371,15.85,NJ City,N,2,22,1,66,No education,28,Owner,Standalone
7363,279.79,Boston,E,4,20,9,56,Graduation,30,Owner,Standalone
4679,359.99,NJ City,E,23,11,6,79,High School,33,Owner,Standalone
208,414.39,NJ City,W,13,8,15,65,High School,23,Franchise,Complex
1992,278,NJ City,W,3,8,10,56,High School,21,Franchise,Complex
2967,352.75,NJ City,E,11,23,9,42,High School,18,Owner,Standalone
9388,370.58,NJ City,W,1,22,3,33,High School,23,Franchise,Complex
3590,152.77,NJ City,S,8,18,8,52,High School,29,Patnership,Complex
1559,60.42,NJ City,N,19,23,3,50,No education,23,Owner,Standalone
319,262.09,NJ City,E,13,22,11,72,High School,25,Owner,Standalone
4450,134.34,NJ City,S,14,10,21,58,High School,32,Patnership,Complex
7018,94.48,Boston,S,14,8,1,31,High School,34,Patnership,Complex
6116,195.84,Boston,W,5,12,2,72,No education,34,Franchise,Complex
2644,400.81,NJ City,W,11,10,23,59,High School,26,Franchise,Complex
5124,474.01,Boston,W,14,23,21,52,Graduation,28,Franchise,Complex
2218,36.02,NJ City,N,8,24,3,33,High School,34,Patnership,Complex
1021,237.62,NJ City,N,8,20,3,83,High School,25,Patnership,Standalone
6838,358.22,Boston,S,6,23,19,65,Graduation,31,Patnership,Complex
6965,492.5,Boston,N,21,18,14,76,Graduation,34,Patnership,Standalone
4282,91.05,NJ City,S,6,22,3,33,High School,30,Patnership,Complex
1764,168.53,NJ City,W,23,16,17,67,High School,29,Franchise,Complex
8772,295.55,NJ City,W,1,13,7,31,Graduation,33,Franchise,Complex
3414,404.76,NJ City,S,7,17,1,35,Graduation,25,Patnership,Complex
4582,471.35,NJ City,S,12,21,20,31,High School,22,Patnership,Complex
5762,175.67,Boston,S,23,23,3,72,No education,25,Patnership,Complex
2291,324.87,NJ City,E,23,24,23,34,High School,22,Owner,Standalone
9852,274.84,NJ City,W,24,14,6,30,Graduation,20,Franchise,Complex
7318,352.93,Boston,S,16,10,6,73,Graduation,28,Patnership,Complex
4283,151.31,NJ City,E,10,22,25,39,High School,33,Owner,Standalone
3876,324.53,NJ City,W,13,17,6,38,High School,25,Franchise,Complex
4655,356.2,NJ City,E,4,19,10,36,High School,26,Owner,Standalone
5224,301.78,Boston,W,2,14,5,35,High School,28,Franchise,Complex
4535,375.21,NJ City,E,15,23,20,59,High School,26,Owner,Standalone
9972,466.19,NJ City,W,11,21,4,38,Graduation,23,Franchise,Complex
1371,241.1,NJ City,E,24,18,7,38,High School,34,Owner,Standalone
5017,435.87,Boston,N,14,17,3,60,High School,31,Patnership,Standalone
7973,283.15,Boston,N,10,16,22,63,Graduation,24,Patnership,Standalone
8446,88.21,NJ City,S,23,11,1,76,High School,33,Patnership,Complex
2173,306.99,NJ City,N,15,21,20,62,High School,24,Patnership,Standalone
335,140.19,NJ City,E,12,8,2,83,No education,20,Owner,Standalone
6166,162.83,Boston,S,4,14,11,82,Graduation,21,Patnership,Complex
2806,413,NJ City,S,16,21,19,81,High School,25,Patnership,Complex
3145,213.45,NJ City,N,24,10,6,45,High School,30,Patnership,Standalone
672,283.15,NJ City,W,17,22,9,77,High School,32,Franchise,Complex
2208,432.8,NJ City,W,20,13,24,84,High School,23,Franchise,Complex
1795,240.45,NJ City,E,24,18,17,54,High School,34,Owner,Standalone
1167,303,NJ City,E,3,14,6,26,High School,24,Owner,Standalone
3633,215.28,NJ City,N,12,24,23,25,High School,28,Patnership,Standalone
4539,241.19,NJ City,E,7,13,24,77,High School,19,Owner,Standalone
6539,133.42,Boston,E,1,17,4,41,No education,29,Owner,Standalone
2043,37.84,NJ City,N,2,9,3,38,Graduation,30,Owner,Standalone
8826,489.83,NJ City,S,19,12,21,54,Graduation,19,Patnership,Complex
6508,51.7,Boston,W,24,20,1,58,High School,21,Franchise,Complex
2507,482.68,NJ City,E,25,21,21,28,High School,35,Owner,Standalone
3052,108.92,NJ City,W,6,10,4,84,High School,25,Franchise,Complex
5436,76.06,Boston,W,23,13,3,82,Graduation,31,Franchise,Complex
894,446.73,NJ City,S,25,24,10,77,High School,21,Patnership,Complex
5652,400.73,Boston,W,19,20,22,41,Graduation,30,Franchise,Complex
3803,57.27,NJ City,E,20,11,2,69,No education,18,Owner,Standalone
6358,410.66,Boston,S,19,11,25,25,Graduation,20,Patnership,Complex
8963,10.21,NJ City,N,10,15,4,33,No education,24,Owner,Standalone
2525,172.44,NJ City,N,22,24,2,27,No education,21,Patnership,Standalone
943,54.97,NJ City,E,9,20,3,43,High School,32,Owner,Standalone
7968,88.91,Boston,W,24,23,2,80,Graduation,35,Franchise,Complex
1183,348.92,NJ City,E,25,16,11,30,High School,26,Owner,Standalone
6359,263.44,Boston,E,2,18,5,36,No education,27,Owner,Standalone
8545,447.28,NJ City,N,19,22,17,40,Graduation,28,Patnership,Standalone
52,103.36,NJ City,W,7,22,2,59,High School,23,Franchise,Complex
7822,447.18,Boston,S,24,20,7,84,Graduation,32,Patnership,Complex
8797,116.54,NJ City,N,17,10,3,29,High School,31,Patnership,Standalone
2450,339.62,NJ City,S,9,19,4,81,No education,31,Patnership,Complex
1051,312.07,NJ City,E,15,17,20,57,High School,29,Owner,Standalone
390,427.59,NJ City,S,16,18,3,63,Graduation,27,Patnership,Complex
1923,426.66,NJ City,E,23,16,4,56,Graduation,30,Owner,Standalone
7486,117.75,Boston,S,8,17,4,54,High School,25,Patnership,Complex
7561,283.61,Boston,N,17,12,7,38,Graduation,21,Patnership,Standalone
501,201.71,NJ City,N,21,23,6,27,High School,25,Patnership,Standalone
2945,391.9,NJ City,N,14,8,18,59,High School,34,Patnership,Standalone
2852,84.3,NJ City,W,14,11,1,60,No education,32,Franchise,Complex
7149,71.23,Boston,N,5,8,1,52,Graduation,29,Patnership,Standalone
129,328.94,NJ City,N,15,15,10,84,High School,29,Patnership,Standalone
4892,435.01,NJ City,W,20,13,9,82,High School,35,Franchise,Complex
9526,56.16,NJ City,S,8,22,2,34,High School,30,Patnership,Complex
4361,114.74,NJ City,N,9,21,4,68,No education,24,Patnership,Standalone
1605,11.85,NJ City,N,7,8,2,42,Graduation,30,Patnership,Standalone
8253,18.44,NJ City,N,11,23,2,44,Graduation,29,Patnership,Standalone
3215,12.98,NJ City,N,18,22,4,29,No education,30,Owner,Standalone
7433,411.39,Boston,N,11,14,17,70,Graduation,29,Patnership,Standalone
8792,353.72,NJ City,W,18,13,16,59,Graduation,29,Franchise,Complex
1334,481.22,NJ City,S,5,23,23,85,High School,24,Patnership,Complex
7658,310.09,Boston,S,9,10,14,45,Graduation,24,Patnership,Complex
9382,25.91,NJ City,N,25,18,2,38,High School,25,Patnership,Complex
3889,226.67,NJ City,N,19,21,24,34,High School,27,Patnership,Standalone
1328,106.89,NJ City,W,3,20,1,50,No education,31,Franchise,Complex
1244,473.76,NJ City,W,20,14,17,35,High School,19,Franchise,Complex
3918,215.39,NJ City,S,11,12,17,81,High School,30,Patnership,Complex
9044,468.74,NJ City,W,17,11,2,30,No education,34,Franchise,Complex
5199,422.52,Boston,E,14,18,10,25,Graduation,32,Owner,Standalone
7668,215.22,Boston,W,5,22,13,39,Graduation,34,Franchise,Complex
8725,354.12,NJ City,N,14,15,16,80,Graduation,18,Patnership,Standalone
9173,298.05,NJ City,N,7,23,5,44,No education,25,Patnership,Standalone
6046,164.56,Boston,S,1,16,1,36,High School,29,Patnership,Complex
9261,163,NJ City,N,15,17,23,28,Graduation,28,Patnership,Standalone
1815,195.21,NJ City,E,22,21,1,64,Graduation,32,Owner,Standalone
3636,412.84,NJ City,W,24,22,7,32,High School,24,Franchise,Complex
1953,324.44,NJ City,N,8,18,3,49,Graduation,25,Patnership,Standalone
755,5.82,NJ City,N,4,15,4,56,No education,31,Owner,Standalone
3726,384.97,NJ City,S,22,11,23,50,High School,20,Patnership,Complex
606,30.58,NJ City,N,2,19,4,36,Graduation,24,Patnership,Complex
6537,195.13,Boston,N,8,13,7,60,Graduation,35,Patnership,Standalone
1587,83.41,NJ City,E,10,9,2,31,Graduation,21,Owner,Standalone
7696,476.87,Boston,W,21,17,2,40,High School,35,Franchise,Complex
1850,18.78,NJ City,N,12,19,2,79,No education,28,Patnership,Complex
5674,445.96,Boston,S,2,10,11,59,Graduation,18,Patnership,Complex
1763,395.76,NJ City,E,21,24,25,51,High School,32,Owner,Standalone
8124,88.72,NJ City,W,1,23,2,66,Graduation,33,Franchise,Complex
4426,226.15,NJ City,S,17,11,8,84,High School,34,Patnership,Complex
1683,142.1,NJ City,E,23,14,7,80,High School,22,Owner,Standalone
8224,52.63,NJ City,W,15,23,2,78,High School,33,Franchise,Complex
6438,244.62,Boston,S,1,15,21,45,Graduation,26,Patnership,Complex
8423,111.09,NJ City,E,21,18,2,45,No education,18,Owner,Standalone
9143,290.45,NJ City,E,10,19,20,60,Graduation,21,Owner,Standalone
9585,482.53,NJ City,N,19,21,5,32,Graduation,29,Patnership,Standalone
7439,323.75,Boston,E,25,16,20,84,Graduation,35,Owner,Standalone
7777,314.46,Boston,N,2,15,8,52,Graduation,31,Patnership,Standalone
6553,395.2,Boston,N,9,22,9,82,Graduation,33,Patnership,Standalone
5280,75.29,Boston,W,19,23,4,71,Graduation,33,Franchise,Complex
8118,433.08,NJ City,S,15,10,14,34,Graduation,31,Patnership,Complex
8873,293.08,NJ City,N,23,15,9,30,Graduation,35,Patnership,Standalone
4839,414.94,NJ City,E,7,8,19,83,High School,32,Owner,Standalone
3031,277.91,NJ City,E,16,16,23,81,High School,27,Owner,Standalone
3111,443.88,NJ City,E,24,15,8,58,High School,32,Owner,Standalone
8300,343.76,NJ City,W,14,8,21,43,Graduation,23,Franchise,Complex
7340,275.42,Boston,W,8,20,18,72,Graduation,19,Franchise,Complex
5766,330.34,Boston,S,4,22,24,65,Graduation,34,Patnership,Complex
4330,435.19,NJ City,S,7,8,20,84,High School,22,Patnership,Complex
2250,384.3,NJ City,S,23,20,4,67,Graduation,29,Patnership,Complex
6418,448.41,Boston,S,23,8,20,57,Graduation,26,Patnership,Complex
9864,90.91,NJ City,W,1,21,4,52,Graduation,23,Franchise,Complex
377,115.04,NJ City,N,14,9,4,53,No education,24,Patnership,Standalone
4249,151.4,NJ City,N,8,16,22,38,High School,26,Patnership,Standalone
6398,29.22,Boston,N,22,24,4,75,No education,21,Patnership,Complex
6352,243.3,Boston,W,9,15,6,77,Graduation,31,Franchise,Complex
2425,108.83,NJ City,N,11,20,2,77,High School,26,Patnership,Standalone
421,216.69,NJ City,N,14,17,6,36,High School,30,Patnership,Standalone
6766,236.3,Boston,S,21,12,21,41,Graduation,20,Patnership,Complex
2955,241,NJ City,E,2,14,12,74,High School,23,Owner,Standalone
3510,206,NJ City,S,2,17,20,38,High School,29,Patnership,Complex
1168,232.12,NJ City,W,21,22,25,27,High School,33,Franchise,Complex
1144,309.86,NJ City,W,19,11,18,49,High School,23,Franchise,Complex
5790,460.98,Boston,S,14,16,16,70,Graduation,24,Patnership,Complex
4598,413.75,NJ City,S,17,10,20,56,High School,22,Patnership,Complex
3108,47.75,NJ City,W,11,13,3,58,Graduation,32,Franchise,Complex
1620,57.99,NJ City,W,14,9,3,84,Graduation,22,Franchise,Complex
9896,427.9,NJ City,W,15,12,3,42,No education,20,Franchise,Complex
4375,153.74,NJ City,E,19,12,21,68,High School,24,Owner,Standalone
1994,293,NJ City,S,2,22,20,78,High School,22,Patnership,Complex
2285,82.22,NJ City,N,4,17,3,26,No education,25,Patnership,Standalone
1107,200.2,NJ City,E,4,14,17,29,High School,20,Owner,Standalone
786,267.4,NJ City,S,6,14,10,25,High School,32,Patnership,Complex
6484,3.34,Boston,N,13,24,2,72,High School,27,Franchise,Complex
2042,139.48,NJ City,S,23,14,25,26,High School,18,Patnership,Complex
8840,452.19,NJ City,W,6,21,6,60,Graduation,26,Franchise,Complex
7299,9.69,Boston,N,15,9,4,76,Graduation,29,Owner,Standalone
5315,198.11,Boston,E,17,20,15,60,Graduation,29,Owner,Standalone
6108,301.64,Boston,W,6,12,1,28,Graduation,19,Franchise,Complex
8914,87.31,NJ City,S,10,11,2,62,High School,29,Patnership,Complex
8382,143.67,NJ City,S,14,14,5,72,Graduation,23,Patnership,Complex
744,267.66,NJ City,W,24,16,2,84,Graduation,18,Franchise,Complex
8979,137.95,NJ City,E,16,23,24,58,Graduation,21,Owner,Standalone
8964,204.81,NJ City,W,8,20,2,81,Graduation,26,Franchise,Complex
1479,271.89,NJ City,E,19,20,21,66,High School,18,Owner,Standalone
4871,138.71,NJ City,E,13,10,23,76,High School,25,Owner,Standalone
5254,360.24,Boston,S,11,19,10,79,Graduation,27,Patnership,Complex
8850,423.06,NJ City,S,16,10,6,69,Graduation,29,Patnership,Complex
6602,349.26,Boston,S,16,24,6,79,Graduation,35,Patnership,Complex
3078,256.5,NJ City,S,25,18,5,78,Graduation,30,Patnership,Complex
4254,29.91,NJ City,N,22,12,2,53,Graduation,21,Patnership,Complex
5021,36.54,Boston,N,12,23,2,69,No education,21,Patnership,Standalone
7652,1.3,Boston,N,18,23,1,62,No education,34,Franchise,Complex
2021,37.86,NJ City,N,8,13,4,65,No education,20,Patnership,Standalone
9592,341.14,NJ City,W,23,12,24,78,Graduation,21,Franchise,Complex
3235,173.55,NJ City,E,10,13,3,68,High School,31,Owner,Standalone
6956,394.09,Boston,W,16,24,1,70,No education,18,Franchise,Complex
159,122.92,NJ City,E,25,11,1,78,Graduation,31,Owner,Standalone
3018,397.59,NJ City,S,8,19,18,34,High School,28,Patnership,Complex
8749,41.2,NJ City,N,24,12,2,31,High School,23,Patnership,Standalone
9283,214.53,NJ City,E,5,9,11,65,Graduation,32,Owner,Standalone
1937,275.21,NJ City,N,14,18,19,81,High School,18,Patnership,Standalone
5536,19.81,Boston,N,4,16,1,75,High School,33,Franchise,Complex
2741,300.46,NJ City,N,13,20,16,46,High School,22,Patnership,Standalone
507,59.33,NJ City,E,6,20,4,79,Graduation,33,Owner,Standalone
1591,153.63,NJ City,E,10,11,2,45,High School,23,Owner,Standalone
1185,193.27,NJ City,N,21,14,3,33,Graduation,31,Patnership,Standalone
1784,438.7,NJ City,W,10,17,18,30,High School,35,Franchise,Complex
3336,348.05,NJ City,W,24,15,14,76,High School,32,Franchise,Complex
2866,258.12,NJ City,S,8,8,5,25,High School,34,Patnership,Complex
8881,215.35,NJ City,N,20,21,17,47,Graduation,26,Patnership,Standalone
4748,86.92,NJ City,W,9,20,3,85,No education,23,Franchise,Complex
5312,483.97,Boston,W,10,23,1,78,No education,27,Franchise,Complex
7770,390.76,Boston,S,1,14,10,50,Graduation,35,Patnership,Complex
5970,263.27,Boston,S,13,11,3,83,Graduation,18,Patnership,Complex
3949,229.41,NJ City,N,23,18,7,41,High School,26,Patnership,Standalone
2624,311.17,NJ City,W,6,16,9,26,High School,24,Franchise,Complex
5056,463.72,Boston,W,14,24,23,42,Graduation,26,Franchise,Complex
9513,446.18,NJ City,N,13,12,3,63,Graduation,30,Patnership,Standalone
6512,216.58,Boston,W,21,15,19,61,Graduation,23,Franchise,Complex
2449,394.5,NJ City,N,5,21,4,71,High School,29,Patnership,Standalone
4844,444.99,NJ City,W,10,10,5,41,No education,21,Franchise,Complex
7156,154.46,Boston,W,8,17,21,72,Graduation,34,Franchise,Complex
114,190.29,NJ City,S,25,24,4,41,Graduation,35,Patnership,Complex
2924,397.52,NJ City,W,19,11,8,70,High School,34,Franchise,Complex
2942,413.97,NJ City,S,3,16,1,80,No education,30,Patnership,Complex
5714,374.74,Boston,S,16,12,13,71,Graduation,32,Patnership,Complex
7209,204.47,Boston,N,23,13,17,48,Graduation,25,Patnership,Standalone
4561,291.73,NJ City,N,8,19,8,27,High School,21,Patnership,Standalone
6099,3.56,Boston,N,5,19,3,46,Graduation,35,Owner,Standalone
6167,355.17,Boston,E,4,8,21,64,Graduation,21,Owner,Standalone
4840,175.79,NJ City,W,13,19,22,61,High School,19,Franchise,Complex
8323,269.07,NJ City,E,4,19,22,44,Graduation,32,Owner,Standalone
472,348.36,NJ City,W,7,13,1,75,High School,27,Franchise,Complex
3064,280.27,NJ City,W,12,21,9,62,High School,24,Franchise,Complex
2556,243.61,NJ City,W,22,20,2,28,Graduation,21,Franchise,Complex
6946,358.26,Boston,S,18,9,9,38,Graduation,35,Patnership,Complex
3657,53.86,NJ City,N,14,23,3,79,Graduation,25,Patnership,Standalone
4702,465.29,NJ City,S,14,11,3,85,High School,30,Patnership,Complex
6076,294.75,Boston,W,25,10,24,78,Graduation,34,Franchise,Complex
3547,461.2,NJ City,E,16,9,16,59,High School,25,Owner,Standalone
3346,266.29,NJ City,S,10,18,4,48,High School,30,Patnership,Complex
2878,186.48,NJ City,S,13,16,3,37,High School,19,Patnership,Complex
5444,48.31,Boston,W,21,8,2,44,No education,25,Franchise,Complex
9936,455.42,NJ City,W,6,20,4,25,Graduation,23,Franchise,Complex
5030,86.48,Boston,S,12,16,4,80,No education,32,Patnership,Complex
5178,374.8,Boston,S,17,14,11,58,Graduation,35,Patnership,Complex
9738,294.02,NJ City,S,12,20,20,79,Graduation,24,Patnership,Complex
485,167.37,NJ City,N,14,20,19,27,High School,27,Patnership,Standalone
3592,185.16,NJ City,W,19,10,7,77,High School,35,Franchise,Complex
3539,153.08,NJ City,E,17,17,13,73,High School,32,Owner,Standalone
2024,407.66,NJ City,W,21,21,6,70,High School,22,Franchise,Complex
8167,217.58,NJ City,E,5,15,25,59,Graduation,19,Owner,Standalone
592,108.01,NJ City,W,19,17,4,66,High School,33,Franchise,Complex
3712,228.24,NJ City,W,11,19,1,40,High School,23,Franchise,Complex
9713,109.77,NJ City,N,6,9,1,33,No education,20,Patnership,Standalone
6755,18.82,Boston,N,8,9,3,76,No education,22,Owner,Standalone
8159,410.92,NJ City,E,7,18,2,49,No education,18,Owner,Standalone
4983,429.12,Boston,E,6,24,11,40,High School,23,Owner,Standalone
772,210.35,NJ City,W,7,17,20,72,High School,21,Franchise,Complex
2046,178,NJ City,S,3,12,12,52,High School,21,Patnership,Complex
1027,323.03,NJ City,E,7,19,10,43,High School,26,Owner,Standalone
403,474.13,NJ City,E,17,18,1,85,High School,20,Owner,Standalone
940,396.2,NJ City,W,16,16,8,64,High School,31,Franchise,Complex
6843,173,Boston,E,5,21,2,52,Graduation,21,Owner,Standalone
5294,38.59,Boston,N,10,21,3,46,No education,23,Patnership,Complex
5151,17.12,Boston,N,2,8,2,67,Graduation,25,Owner,Standalone
2171,269,NJ City,E,3,21,6,48,High School,31,Owner,Standalone
1431,228.82,NJ City,E,6,11,10,81,High School,32,Owner,Standalone
6330,80.08,Boston,S,2,15,1,26,Graduation,35,Patnership,Complex
8860,268.25,NJ City,W,14,24,1,52,High School,20,Franchise,Complex
5574,128.99,Boston,S,14,8,15,45,Graduation,26,Patnership,Complex
9732,418.38,NJ City,W,17,18,17,76,Graduation,32,Franchise,Complex
5724,239.79,Boston,W,2,14,11,75,Graduation,19,Franchise,Complex
952,250,NJ City,W,2,22,22,64,High School,24,Franchise,Complex
7231,159.69,Boston,E,5,14,22,53,Graduation,32,Owner,Standalone
480,377.89,NJ City,W,19,21,19,72,High School,23,Franchise,Complex
391,406.72,NJ City,E,8,23,16,47,High School,30,Owner,Standalone
9214,208.43,NJ City,S,16,8,18,31,Graduation,34,Patnership,Complex
1085,333.93,NJ City,N,2,11,1,28,No education,23,Patnership,Standalone
7060,200.79,Boston,W,2,21,18,78,Graduation,32,Franchise,Complex
7428,169.07,Boston,W,9,19,4,36,Graduation,32,Franchise,Complex
4546,414.03,NJ City,S,5,22,2,59,High School,22,Patnership,Complex
2890,328.79,NJ City,S,24,17,15,41,High School,27,Patnership,Complex
9677,394.58,NJ City,N,23,10,18,84,Graduation,23,Patnership,Standalone
2036,475.89,NJ City,W,22,18,21,77,High School,23,Franchise,Complex
2379,485.84,NJ City,E,18,21,6,58,High School,30,Owner,Standalone
1535,284.27,NJ City,E,11,20,19,70,High School,33,Owner,Standalone
5916,234.53,Boston,W,15,17,22,27,Graduation,19,Franchise,Complex
3673,64.77,NJ City,N,22,20,4,52,High School,21,Patnership,Standalone
5529,261.5,Boston,N,10,19,12,72,Graduation,24,Patnership,Standalone
5897,65.84,Boston,N,15,22,4,58,No education,22,Patnership,Standalone
2615,67.18,NJ City,N,9,22,1,62,No education,18,Owner,Standalone
8231,315.11,NJ City,E,20,17,25,57,Graduation,21,Owner,Standalone
4029,117.81,NJ City,N,14,12,1,71,Graduation,27,Patnership,Standalone
3398,290.27,NJ City,S,11,8,9,39,High School,20,Patnership,Complex
8556,232.28,NJ City,W,25,16,24,77,Graduation,35,Franchise,Complex
6156,142.22,Boston,W,24,9,15,46,Graduation,33,Franchise,Complex
9773,355.09,NJ City,N,22,24,11,65,Graduation,32,Patnership,Standalone
8539,151.56,NJ City,E,4,22,22,68,Graduation,28,Owner,Standalone
5393,296.12,Boston,N,14,22,1,75,No education,18,Patnership,Standalone
7852,403.41,Boston,W,21,9,1,58,High School,35,Franchise,Complex
4328,251,NJ City,W,3,15,6,49,High School,22,Franchise,Complex
8618,450.43,NJ City,S,7,24,6,82,Graduation,31,Patnership,Complex
3505,80.76,NJ City,N,10,12,4,65,High School,31,Patnership,Standalone
8849,305.15,NJ City,N,22,16,3,47,No education,22,Patnership,Standalone
8667,456.62,NJ City,E,12,18,11,33,Graduation,31,Owner,Standalone
7699,52.41,Boston,E,3,8,2,78,High School,22,Owner,Standalone
3741,52.08,NJ City,N,8,23,4,31,Graduation,25,Patnership,Standalone
1367,24.45,NJ City,N,23,13,2,39,No education,31,Owner,Standalone
5067,250.04,Boston,E,3,17,2,60,Graduation,35,Owner,Standalone
3771,28.17,NJ City,N,1,8,1,60,Graduation,26,Owner,Standalone
4265,217.24,NJ City,N,25,16,11,42,High School,24,Patnership,Standalone
8476,95.26,NJ City,W,8,21,1,43,High School,23,Franchise,Complex
2002,180.97,NJ City,S,16,24,22,31,High School,19,Patnership,Complex
8278,456.08,NJ City,S,7,24,25,74,Graduation,26,Patnership,Complex
2542,468.64,NJ City,S,25,9,1,82,High School,20,Patnership,Complex
265,273,NJ City,N,3,22,24,39,High School,20,Patnership,Standalone
8923,301.71,NJ City,E,17,16,18,75,Graduation,31,Owner,Standalone
7985,188.24,Boston,N,12,20,4,40,No education,20,Patnership,Standalone
2973,231.6,NJ City,N,16,19,8,54,High School,35,Patnership,Standalone
4876,296.47,NJ City,W,22,11,3,84,High School,33,Franchise,Complex
1507,311.62,NJ City,E,12,12,7,81,High School,30,Owner,Standalone
4322,190.51,NJ City,S,25,9,20,79,High School,18,Patnership,Complex
4788,64.68,NJ City,N,11,16,1,79,Graduation,30,Franchise,Complex
4726,121.7,NJ City,S,20,14,4,29,High School,18,Patnership,Complex
8086,259.75,NJ City,S,1,13,15,44,Graduation,22,Patnership,Complex
8697,165.4,NJ City,N,10,12,14,62,Graduation,25,Patnership,Standalone
9517,18.31,NJ City,N,10,9,1,82,High School,19,Patnership,Standalone
7858,340.59,Boston,S,14,15,11,36,Graduation,22,Patnership,Complex
2508,340.74,NJ City,W,4,22,1,33,Graduation,30,Franchise,Complex
3115,449.85,NJ City,E,7,15,20,48,High School,33,Owner,Standalone
6698,488.61,Boston,S,6,23,6,66,Graduation,23,Patnership,Complex
537,285.97,NJ City,N,14,15,4,58,Graduation,28,Patnership,Standalone
6158,262.24,Boston,S,18,15,6,74,Graduation,25,Patnership,Complex
5372,437.82,Boston,W,19,10,4,84,No education,21,Franchise,Complex
2903,414.52,NJ City,E,13,18,5,66,No education,23,Owner,Standalone
4095,10.57,NJ City,N,16,8,4,63,Graduation,25,Owner,Standalone
2052,91.25,NJ City,W,14,22,2,31,Graduation,34,Franchise,Complex
2703,230,NJ City,E,3,13,15,81,High School,32,Owner,Standalone
2780,122,NJ City,W,1,17,16,81,High School,24,Franchise,Complex
1600,282.7,NJ City,W,6,14,11,29,High School,25,Franchise,Complex
2744,317.11,NJ City,W,14,19,20,42,High School,28,Franchise,Complex
176,134.83,NJ City,W,19,19,1,78,No education,32,Franchise,Complex
8998,304.53,NJ City,S,12,19,9,79,Graduation,21,Patnership,Complex
6719,193.7,Boston,E,18,19,3,43,No education,21,Owner,Standalone
4768,197.28,NJ City,W,18,12,21,55,High School,25,Franchise,Complex
9745,150.65,NJ City,N,12,18,11,42,Graduation,20,Patnership,Standalone
2095,283.72,NJ City,E,5,23,4,84,High School,26,Owner,Standalone
1877,14.69,NJ City,N,4,24,2,65,No education,29,Patnership,Standalone
1679,303.67,NJ City,E,13,14,11,55,High School,20,Owner,Standalone
5206,443.87,Boston,S,6,13,15,38,Graduation,35,Patnership,Complex
1281,202.65,NJ City,N,6,22,19,68,High School,35,Patnership,Standalone
4891,63.46,NJ City,N,6,20,1,83,High School,26,Owner,Standalone
7278,379.02,Boston,S,18,14,21,79,Graduation,28,Patnership,Complex
9686,140.91,NJ City,S,9,9,11,44,Graduation,35,Patnership,Complex
6678,333.34,Boston,S,6,11,5,32,Graduation,22,Patnership,Complex
5545,159.23,Boston,N,3,18,13,64,Graduation,20,Patnership,Standalone
5547,448.04,Boston,E,10,18,14,32,Graduation,34,Owner,Standalone
9087,235.12,NJ City,E,21,16,20,51,Graduation,20,Owner,Standalone
5894,92.38,Boston,S,10,21,1,41,No education,30,Patnership,Complex
3313,11.48,NJ City,N,9,12,3,26,High School,23,Patnership,Standalone
2815,213,NJ City,E,1,21,13,68,High School,33,Owner,Standalone
207,105.2,NJ City,E,1,17,4,61,Graduation,29,Owner,Standalone
3714,247,NJ City,S,3,16,19,47,High School,23,Patnership,Complex
5096,256.28,Boston,W,25,18,25,58,Graduation,24,Franchise,Complex
2386,280,NJ City,S,16,11,16,48,High School,29,Patnership,Complex
1532,412.56,NJ City,W,24,12,23,47,High School,19,Franchise,Complex
700,293.84,NJ City,W,16,12,6,38,High School,32,Franchise,Complex
4102,432.68,NJ City,S,16,18,20,30,High School,23,Patnership,Complex
7563,52.65,Boston,E,14,9,2,39,Graduation,35,Owner,Standalone
7549,119.08,Boston,N,8,11,3,76,High School,26,Patnership,Standalone
4445,408,NJ City,N,22,14,13,36,High School,28,Patnership,Standalone
1622,453.45,NJ City,S,11,22,10,83,High School,18,Patnership,Complex
2475,114.74,NJ City,E,15,20,2,57,Graduation,25,Owner,Standalone
8900,416.79,NJ City,W,12,8,15,76,Graduation,32,Franchise,Complex
6442,388.39,Boston,S,4,9,10,83,Graduation,32,Patnership,Complex
5997,413.39,Boston,N,11,21,21,41,Graduation,22,Patnership,Standalone
9492,64.24,NJ City,N,22,16,3,78,Graduation,32,Franchise,Complex
9440,319.54,NJ City,W,25,16,16,27,Graduation,30,Franchise,Complex
4733,243.45,NJ City,N,21,11,23,55,High School,28,Patnership,Standalone
3928,464.88,NJ City,W,10,20,8,29,High School,34,Franchise,Complex
2019,341.69,NJ City,E,16,11,20,84,High School,31,Owner,Standalone
3783,76.28,NJ City,E,13,16,3,43,Graduation,28,Owner,Standalone
8358,20.55,NJ City,N,15,20,4,68,Graduation,24,Patnership,Complex
662,263,NJ City,S,3,12,10,37,High School,21,Patnership,Complex
8673,241.3,NJ City,N,10,24,6,56,Graduation,33,Patnership,Standalone
